Month,Department Family,Entity,Date,Expense Type,Supplier,Transaction Number,amount
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,28-Feb-19,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6451014,61637
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,16-Nov-20,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6480011,913904.17
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-Aug-18,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6440136,92455
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,02-Nov-20,CLINICAL SUPPLIES & SERVICES,NRB000219501 : Kingston GP Chambers Ltd,GPAECON02,133956.63
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-Aug-20,MISCELLANEOUS EXPENDITURE,NRB000244401 : Ken Crookes T/A The Office Chair Man,114,33780
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0006253701 : Bunzl Retail & Healthcare Supplies Ltd,023/OCTOBER20,45647.71
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,17-Nov-20,CLINICAL SUPPLIES & SERVICES,UK0012345801 : AAH Pharmaceuticals Ltd,Oct-20,175000
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-Oct-20,COMPUTER MAINTENANCE ,UK0065333101 : Experian Data Quality,HEX67000706592,30968.06
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-Oct-20,INTERIM STAFF CHARGES,UK0081873601 : Drake Personnel Ltd,303721,71280
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,04-Nov-20,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800019356,46466.66
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,04-Nov-20,CLINICAL SUPPLIES & SERVICES,UK0092855501 : Boots UK Ltd,1800019355,282289.95
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,13-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C306884,136868.4
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,02-Nov-20,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C310845,136868.4
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,12-Nov-20,SOFTWARE LICENSING,UK0161697701 : Bytes Software Services Ltd,687238,56575.55
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,06-Aug-20,GENERAL SUPPLIES AND SERVICES,UK0177133301 : Synergy Health UK Ltd T/A Steris,66791,83631.55
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-Apr-20,PREMISES & FIXED PLANT,UK0187896301 : Corniche Construction Ltd,1961,64756.37
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,27-Oct-20,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402657679,169342.7
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,02-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0275960901 : Healthcare at Home Ltd,OP/9615507,25500
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,11-Nov-20,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5217953,38096.86
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,14-Oct-20,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5193778,32170.97
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,23-Nov-20,PREMISES & FIXED PLANT,UK0347731801 : Clinisys solutions ltd,INV34212001165,93098.38
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-Oct-20,MISCELLANEOUS EXPENDITURE,UK0360017001 : Coolspirit Ltd,1030738,83976.48
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/07210126,50678.54
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-Oct-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26208,74225.62
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-Sep-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26142,74225.62
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-Aug-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26062,74225.62
