Date,Expense Type,Expense area,Supplier,Transaction,Amount
28/02/2021,ME-PMS GP Pension ERs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",,35597884,"-11,357.23"
28/02/2021,ME-PMS GP Pension EEs-PMS,"PRC DELEGATED CO-
COMMISSIONING",,35597884,"-10,576.26"
28/02/2021,ME-PMS GP Pension ERs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",,35591534,"-10,212.16"
28/02/2021,ME-PMS GP Pension EEs-PMS,"PRC DELEGATED CO-
COMMISSIONING",,35591534,"-7,570.39"
28/02/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,,35591534,"-6,029.13"
28/02/2021,C&M-APMS OOH Opt Outs,"PRC DELEGATED CO-
COMMISSIONING",,35597884,"-5,909.94"
28/02/2021,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",,35597884,"-3,417.87"
28/02/2021,C&M-PMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",,35591534,"-2,902.02"
28/02/2021,ME-PMS GP Pension EEs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",,35591534,"-1,274.10"
28/02/2021,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",PROJECT SURGERY,35616671,32.69
28/02/2021,C&M-GMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),35758459,43.38
28/02/2021,C&M-GMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,35741457,55.91
28/02/2021,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,35616661,59.7
28/02/2021,C&M- PCN DES CARE HOME PREMIUM,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35591560,60
28/02/2021,C&M-GMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",,35758445,62.15
28/02/2021,C&M-GMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),35758459,67.2
28/02/2021,C&M-PMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",DR MSJ KHAN - BOLEYN MEDICAL CENTRE,35616679,76.29
28/02/2021,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",SHREWSBURY ROAD SURGERY,35616674,78.75
28/02/2021,C&M-PMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,35616668,79.67
28/02/2021,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",ROYAL DOCKS MEDICAL PRACTICE,35616673,83.27
28/02/2021,C&M-PMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",SHREWSBURY ROAD SURGERY,35616674,97.06
28/02/2021,C&M-APMS OOH Opt Outs,"PRC DELEGATED CO-
COMMISSIONING",LIBERTY BRIDGE ROAD PRACTICE,35616678,126.79
28/02/2021,C&M-GMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,35741457,142.28
28/02/2021,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,35616668,161.37
28/02/2021,C&M- PCN DES CARE HOME PREMIUM,"PRC DELEGATED CO-
COMMISSIONING",,35591553,172.5
28/02/2021,C&M-GMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",,35758452,304.1
28/02/2021,C&M- PCN DES CARE HOME PREMIUM,"PRC DELEGATED CO-
COMMISSIONING",STRATFORD HEALTH CENTRE,35591551,322.5
28/02/2021,C&M-GMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",PLASHET MEDICAL CENTRE,35758457,329
28/02/2021,C&M-GMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",,35758445,380.46
28/02/2021,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",DR R CHATTERJEE & DR AS KHAN,35616680,425.76
28/02/2021,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",,35758444,454.17
28/02/2021,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),35758459,538.6
28/02/2021,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",,35616669,544.67
28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,35616663,560
28/02/2021,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR G KUGAPALA & PARTNER,35616664,584.46
28/02/2021,C&M- PCN DES CARE HOME PREMIUM,"PRC DELEGATED CO-
COMMISSIONING",LIBERTY BRIDGE ROAD PRACTICE,35616678,585
28/02/2021,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",DR MSJ KHAN - BOLEYN MEDICAL CENTRE,35616679,599.51
28/02/2021,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",,35758452,602.27
28/02/2021,C&M-GMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",ABBEY ROAD HEALTH CENTRE,35758443,607.7
28/02/2021,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR R CHATTERJEE & DR AS KHAN,35616680,637.11
28/02/2021,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",CUMBERLAND MEDICAL CENTRE,35616681,652.11
28/02/2021,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",PROJECT SURGERY,35616671,686.5
28/02/2021,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",PLASHET MEDICAL CENTRE,35758457,694.7
28/02/2021,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",PROJECT SURGERY,35616671,701.69
28/02/2021,C&M-PMS DES Minor Surgery,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,35616661,704.32
28/02/2021,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,35616663,728.91
28/02/2021,C&M-PMS DES Minor Surgery,"PRC DELEGATED CO-
COMMISSIONING",,35591553,748.34
28/02/2021,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",PROJECT SURGERY,35616671,826.77
28/02/2021,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,35616660,857.83
28/02/2021,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",ST LUKES HEALTH CENTRE,35758450,858.46
28/02/2021,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,35616668,889.73
28/02/2021,C&M-APMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35591560,905.19
28/02/2021,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,35616663,910.08
28/02/2021,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DRS PR DUBAL & N PATEL,35758448,947.89
28/02/2021,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,35616660,953.77
28/02/2021,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR G KUGAPALA & PARTNER,35616664,960.5
28/02/2021,C&M-PMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",SANGAM GP SURGERY,35616672,"1,005.49"
28/02/2021,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",STRATFORD HEALTH CENTRE,35591551,"1,006.01"
28/02/2021,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",STRATFORD HEALTH CENTRE,35591551,"1,021.79"
28/02/2021,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,35741457,"1,033.81"
28/02/2021,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),35758459,"1,083.94"
28/02/2021,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",UPTON LANE MEDICAL CENTRE,35616677,"1,107.18"
28/02/2021,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",,35758445,"1,168.62"
