Date,Expense Type,Expense area,Supplier,Transaction,Amount
31/10/2020,C&M- PCN DES CARE HOME PREMIUM,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34190294,120
31/10/2020,C&M-APMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34190294,905.19
31/10/2020,C&M-APMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34190294,"1,153.12"
31/10/2020,C&M-APMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34190294,"1,888.57"
31/10/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34190294,"3,061.75"
31/10/2020,C&M-APMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34190294,"3,792.84"
31/10/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS (LUCAS AVENUE),34190294,"3,923.63"
31/10/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34190294,"107,797.23"
31/10/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS ALBERT ROAD,34167627,"-10,777.50"
31/10/2020,C&M-APMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34167627,"-10,418.26"
31/10/2020,C&M-APMS OOH Opt Outs,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34167627,"-5,562.04"
31/10/2020,C&M-APMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34167627,"-5,187.58"
31/10/2020,ME-PMS GP Pension ERs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34167627,-862.8
31/10/2020,ME-PMS GP Pension EEs-PMS,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34167627,-810
31/10/2020,C&M-APMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34167628,"2,139.65"
31/10/2020,C&M-APMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34167628,"2,327.57"
31/10/2020,C&M-APMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34167628,"2,593.79"
