Date,Expense Type,Expense area,Supplier,Transaction,Amount
31/03/2021,C&M-APMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928792,"-17,012.84"
31/03/2021,C&M-APMS OOH Opt Outs,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928792,"-8,060.43"
31/03/2021,C&M-PMS GP Statutory Levy,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928792,"-1,935.15"
31/03/2021,C&M- PCN DES CARE HOME PREMIUM,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,60
31/03/2021,C&M-APMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,905.19
31/03/2021,C&M-PMS DES Learn Dsblty Hlth Chk,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),36086901,"1,120.00"
31/03/2021,C&M-PMS Prof fees Prescribing,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),36109467,"2,344.42"
31/03/2021,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,"3,061.75"
31/03/2021,C&M-APMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,"3,792.84"
31/03/2021,C&M-APMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,"3,867.56"
31/03/2021,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS (LUCAS AVENUE),35928793,"3,923.63"
31/03/2021,C&M-APMS PCN DES Soc Prescribing,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,"6,186.90"
31/03/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AT MEDICS (LUCAS AVENUE),36109467,"8,419.15"
31/03/2021,C&M-APMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,"11,076.93"
31/03/2021,C&M-APMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,"18,901.41"
31/03/2021,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),35928793,"195,564.82"
