Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
30/06/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-149,285.70"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674011,"-18,503.02"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674027,"-17,251.14"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674003,"-16,608.89"
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674003,"-16,503.19"
30/06/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GRAHAM PRACTICE,32674007,"-15,940.50"
30/06/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674007,"-15,409.14"
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673991,"-15,040.82"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674007,"-14,848.28"
30/06/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-14,439.62"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673991,"-14,304.04"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-14,113.10"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674003,"-13,545.80"
30/06/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674007,"-12,667.16"
30/06/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-12,240.88"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673991,"-11,962.30"
30/06/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674007,"-11,891.99"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673997,"-11,479.39"
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673997,"-10,839.24"
30/06/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-10,640.63"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673995,"-9,258.02"
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673995,"-9,030.81"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673997,"-9,028.20"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673995,"-8,351.94"
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674027,"-8,172.46"
30/06/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674007,"-7,672.68"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674027,"-6,980.38"
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674011,"-6,387.12"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674011,"-6,268.75"
30/06/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673995,"-5,828.15"
30/06/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-5,814.58"
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-5,128.85"
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674007,"-3,787.89"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674007,"-3,622.76"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-3,179.17"
30/06/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673995,"-2,902.02"
30/06/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673991,"-1,526.74"
30/06/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674031,"-1,429.16"
30/06/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673998,4.14
30/06/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR I BASU & DR SK BASU,32673998,18.13
30/06/2020,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,78
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,32674019,140
30/06/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,145.6
30/06/2020,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,222.27
30/06/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,236.25
30/06/2020,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,265.05
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,280
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,32674036,326.39
30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,32674015,334.2
30/06/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,32674036,352.16
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673998,420
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,32674034,420
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,32674000,584.46
30/06/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,32673988,622.54
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,32674039,637.11
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,32674041,652.11
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,32674015,701.69
30/06/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,32674006,855
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,32673990,857.83
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673998,910.08
30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,32674006,910.73
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,32674024,"1,021.79"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,32674030,"1,107.18"
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,32674017,"1,120.00"
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,"1,120.00"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,32674010,"1,169.59"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,32674002,"1,173.08"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,32674013,"1,372.19"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,32673994,"1,401.86"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,32674036,"1,434.28"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,32674022,"1,437.59"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,32674019,"1,466.59"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"1,473.84"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673992,"1,557.41"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,"1,559.97"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,32674017,"1,603.23"
30/06/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,32674024,"1,730.75"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,32674015,"1,773.33"
30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673998,"1,788.08"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"1,949.46"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,32674006,"1,955.82"
30/06/2020,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674004,"1,999.14"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"2,007.63"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,32674039,"2,058.33"
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,32674010,"2,100.00"
30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,32674017,"2,109.27"
30/06/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"2,112.96"
30/06/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,32674034,"2,139.65"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674004,"2,174.62"
30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674028,"2,218.67"
30/06/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,"2,295.73"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674028,"2,483.81"
30/06/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,"2,557.56"
