date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
4/30/2020,Fleet Vehicle Leases,Patient Transport In House,ESSEX EMERGENCY AMBULANCE HIRE LTD,32757985,-85260.0,EPSH 01 - April.csv,-1
4/30/2020,Other Transport Costs,Staff Travel,QUALITY LINE TRANSPORT LTD,33177869,30750.0,EPSH 01 - April.csv,1
4/30/2020,Contr Premises Security,Security Trustwide,ICTS UK LTD,33443425,89568.0,EPSH 01 - April.csv,1
4/30/2020,Other Transport Costs,Staff Travel,QUALITY LINE TRANSPORT LTD,33687342,30750.0,EPSH 01 - April.csv,1
4/30/2020,Contr Premises Security,Security Trustwide,ICTS UK LTD,33735974,125923.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,PCS BUSINESS SYSTEMS LTD,33872010,35760.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,PCS BUSINESS SYSTEMS LTD,33872017,81475.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,PCS BUSINESS SYSTEMS LTD,33872021,108633.0,EPSH 01 - April.csv,1
4/30/2020,Computer Hardware Purch,IT Bureau,MARXTAR LTD,33882660,55466.0,EPSH 01 - April.csv,1
4/30/2020,Consultant,EOC - Surgeons (EPS),KINGSTON HOSPITAL NHS FOUNDATION TRUST,33900455,64363.0,EPSH 01 - April.csv,1
4/30/2020,Senior Manager Band 8D,Clincal Services Mgmt,NHS TRUST DEVELOPMENT AUTHORITY,33900539,30208.0,EPSH 01 - April.csv,1
4/30/2020,Consultant,EOC - Surgeons (EPS),KINGSTON HOSPITAL NHS FOUNDATION TRUST,33900542,64363.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,PCS BUSINESS SYSTEMS LTD,33902402,54316.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,BURREN & WHITAKER CONSTRUCTION LTD,33904474,74730.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,ITC CONCEPTS LTD,33904484,733170.0,EPSH 01 - April.csv,1
4/30/2020,P&M Additions,Balance Sheet,AGITO MEDICAL,33904510,820050.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,OCURA HEALTHCARE FURNITURE,33904513,94289.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,360 CIVIL ENGINEERING LTD,33904514,174117.0,EPSH 01 - April.csv,1
4/30/2020,Ext Contr Domestics,Cleaning Services (STH),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,33925153,-25579.0,EPSH 01 - April.csv,-1
4/30/2020,FM Computer Contracts,Business Intelligence,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,33925373,28000.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,PCS BUSINESS SYSTEMS LTD,33926435,27158.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,WILLMOTT DIXON INTERIORS LTD,33926661,115632.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,BREATHE ENERGY LTD,33929806,573944.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,MCGEE ENVIRONMENTAL SERVICES LTD,33929808,63168.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,BREATHE ENERGY LTD,33929824,292561.0,EPSH 01 - April.csv,1
4/30/2020,External Consultancy Fees,Project Services (STH),ARTELIA PROJECTS UK LTD,33929825,23874.0,EPSH 01 - April.csv,1
4/30/2020,Laboratory Reagents,Microbiology (STH),BIOMERIEUX UK LTD,33932315,65176.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,PCS BUSINESS SYSTEMS LTD,33947841,79441.0,EPSH 01 - April.csv,1
4/30/2020,Computer Software/License,IT Bureau,INSIGHT DIRECT (UK) LTD,33947997,122579.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,ARTELIA PROJECTS UK LTD,33948001,32895.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,DRIVE DEVILBISS HEALTHCARE LTD,33960469,84178.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,PCS BUSINESS SYSTEMS LTD,33960478,39720.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,FREEWAY MEDICAL,33960634,40622.0,EPSH 01 - April.csv,1
4/30/2020,CCG Income,SLAM Income,NHS WANDSWORTH CCG,33981566,625000.0,EPSH 01 - April.csv,1
4/30/2020,CCG Income,SLAM Income,NHS WANDSWORTH CCG,33981739,-625000.0,EPSH 01 - April.csv,-1
4/30/2020,Other recvables - Current,Balance Sheet,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33981763,106070.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,STORM BUILDING LTD,33982427,207923.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,KHIPU NETWORKS LTD,33992713,74753.0,EPSH 01 - April.csv,1
4/30/2020,Other Transport Costs,Patient Transport In House,SOFTCAT PLC,33996775,52587.0,EPSH 01 - April.csv,1
4/30/2020,Postage & Carriage,Postage Trustwide,NEOPOST LTD,34002073,42999.0,EPSH 01 - April.csv,1
4/30/2020,Lab Equip Maint / Repairs,MSC Contract,ABBOTT LABORATORIES LTD,34002170,30018.0,EPSH 01 - April.csv,1
4/30/2020,Other Transport Costs,Staff Travel,QUALITY LINE TRANSPORT LTD,34002192,30750.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,MCGEE ENVIRONMENTAL SERVICES LTD,34002206,44172.0,EPSH 01 - April.csv,1
4/30/2020,Income tax - Current,Balance Sheet,INLAND REVENUE CIS,34017729,3436945.0,EPSH 01 - April.csv,1
4/30/2020,National Insurance - Curr,Balance Sheet,INLAND REVENUE CIS,34017729,3956525.0,EPSH 01 - April.csv,1
4/30/2020,Shared Parental Leave,Balance Sheet,INLAND REVENUE CIS,34017729,-3419.0,EPSH 01 - April.csv,-1
4/30/2020,Statutory Mat Pay - Curr,Balance Sheet,INLAND REVENUE CIS,34017729,-100098.0,EPSH 01 - April.csv,-1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,PG MARSHALL AND SONS LTD,34024366,68126.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,ITC CONCEPTS LTD,34028157,65693.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,CANOPIES UK,34028198,38000.0,EPSH 01 - April.csv,1
4/30/2020,Drugs,Balance Sheet,BAYER PLC,34033032,26220.0,EPSH 01 - April.csv,1
4/30/2020,Computer Hardware Purch,IT Bureau,INSIGHT DIRECT (UK) LTD,34044151,35322.0,EPSH 01 - April.csv,1
4/30/2020,Purch Tang FA Addns Gr,Balance Sheet,HUNTLEIGH HEALTHCARE LTD,34044530,95260.0,EPSH 01 - April.csv,1
