date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
######,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,31811421,2932.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,C J ELLIOTT,31811421,6090.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,31811421,1570.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,31811421,2662.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,31811421,6516.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,31811428,89586.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,31811428,7731.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,31811428,14103.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,31811428,3856.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,C RIBEIRO,31811428,8007.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,31811428,1722.0,SWL 01 - April.pdf.csv,1
######,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,31811428,7006.0,SWL 01 - April.pdf.csv,1
