date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
31/12/2020,Contr Other External,SECURITY (UHL),CIS SECURITY LTD,35562889,44210.0,LEGR 09 - December.csv,1
31/12/2020,Contr Other External,SECURITY (UHL),CIS SECURITY LTD,35929920,44210.0,LEGR 09 - December.csv,1
31/12/2020,Contr Other External,SECURITY (UHL),CIS SECURITY LTD,36264084,44210.0,LEGR 09 - December.csv,1
31/12/2020,Recruitment Agency Fees,N.C.Q. DIRECTORATE MANAGEMENT,DRAKE PERSONNEL LTD,36340487,-28000.0,LEGR 09 - December.csv,-1
31/12/2020,Computer Maintenance,I.C.T. NETWORK,INSIGHT DIRECT (UK) LTD,36442775,34743.0,LEGR 09 - December.csv,1
31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),MSI RECRUITMENT LTD,36443619,34455.0,LEGR 09 - December.csv,1
31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),TFS HEALTHCARE LTD,36443620,61814.0,LEGR 09 - December.csv,1
31/12/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36455029,36030.0,LEGR 09 - December.csv,1
31/12/2020,Water,ENERGY (UHL),CASTLE WATER LTD,36455034,40254.0,LEGR 09 - December.csv,1
31/12/2020,Direct Labour,Balance Sheet,RIDER LEVETT BUCKNALL UK LTD,36455106,27925.0,LEGR 09 - December.csv,1
31/12/2020,Gas,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36455137,31268.0,LEGR 09 - December.csv,1
31/12/2020,Stocks Finished Goods,Balance Sheet,ROCHE PRODUCTS LTD,36461776,40034.0,LEGR 09 - December.csv,1
31/12/2020,Payroll Ded'ns N/S Curr,Balance Sheet,CROWNSAVERS CREDIT UNION,36473044,99920.0,LEGR 09 - December.csv,1
31/12/2020,Laboratory Reagents,Biochemistry,THERMO FISHER DIAGNOSTIC LTD,36474525,50000.0,LEGR 09 - December.csv,1
31/12/2020,Electricity,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36475254,31268.0,LEGR 09 - December.csv,1
31/12/2020,Electricity,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36475291,-31268.0,LEGR 09 - December.csv,-1
31/12/2020,Recruitment Agency Fees,N.C.Q. DIRECTORATE MANAGEMENT,DRAKE PERSONNEL LTD,36488735,26400.0,LEGR 09 - December.csv,1
31/12/2020,Direct Labour,Balance Sheet,R & B DECORATORS & REFURBISHMENT,36501812,63456.0,LEGR 09 - December.csv,1
31/12/2020,ERet Provn Staff Util Cu,Balance Sheet,NHS BUSINESS SERVICES AUTHORITY,36509447,137889.0,LEGR 09 - December.csv,1
31/12/2020,ERet Provn Staff Util Cu,Balance Sheet,NHS BUSINESS SERVICES AUTHORITY,36509449,135833.0,LEGR 09 - December.csv,1
31/12/2020,Other recvables - Current,Balance Sheet,TUSKERDIRECT LTD,36509453,62948.0,LEGR 09 - December.csv,1
31/12/2020,Other recvables - Current,Balance Sheet,TUSKERDIRECT LTD,36509454,68051.0,LEGR 09 - December.csv,1
31/12/2020,Laboratory Reagents,POC - Point of Care Testing,CHRYSTAL CONSULTING LTD,36510381,94950.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36525801,50710.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36525802,44640.0,LEGR 09 - December.csv,1
31/12/2020,Capital Non Pay Costs,Balance Sheet,ECHOSENS UK LTD,36533119,71950.0,LEGR 09 - December.csv,1
31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),REDSPOT CARE LTD,36542321,167970.0,LEGR 09 - December.csv,1
31/12/2020,Other Transport Costs,PATIENT TRANSPORT (QEH),G4S FACILITIES MANAGEMENT (UK) LTD,36543520,117930.0,LEGR 09 - December.csv,1
31/12/2020,Contr Other External,PATIENT TRANSPORT (UHL),G4S FACILITIES MANAGEMENT (UK) LTD,36543530,146785.0,LEGR 09 - December.csv,1
31/12/2020,PFI Fin Liab FVTPL Currnt,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36561796,1700454.0,LEGR 09 - December.csv,1
31/12/2020,Direct Labour,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36561809,29041.0,LEGR 09 - December.csv,1
31/12/2020,Compromise Payments,SOFT F.M. VARIABLE (QEH),MERIDIAN HOSPITAL COMPANY,36561819,39711.0,LEGR 09 - December.csv,1
31/12/2020,Lease Rents,RIVERSIDE P.F.I.,RAVENSBOURNE HEALTH SERVICES LTD,36562616,810651.0,LEGR 09 - December.csv,1
31/12/2020,Electricity,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36562655,125952.0,LEGR 09 - December.csv,1
31/12/2020,Capital Non Pay Costs,Balance Sheet,MULTIMAC SURFACES LTD,36585739,49135.0,LEGR 09 - December.csv,1
31/12/2020,Contractual Clinical Srv,ANTENATAL CLINIC,FETAL MEDICINE FOUNDATION,36604561,50000.0,LEGR 09 - December.csv,1
31/12/2020,Contractual Clinical Srv,ANTENATAL CLINIC,FETAL MEDICINE FOUNDATION,36604562,50000.0,LEGR 09 - December.csv,1
31/12/2020,Contr Estate Management,PFI HARD FIXED (QEH),MERIDIAN HOSPITAL COMPANY,36604575,210782.0,LEGR 09 - December.csv,1
31/12/2020,Pacemakers,CARDIAC DEPARTMENT (QEH),MEDTRONIC LTD,36604585,39060.0,LEGR 09 - December.csv,1
31/12/2020,Pacemakers,CARDIAC DEPARTMENT (QEH),MEDTRONIC LTD,36604590,28800.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36605301,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36605302,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36605303,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36605305,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36605306,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36605309,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36605315,193384.0,LEGR 09 - December.csv,1
31/12/2020,Capital Non Pay Costs,Balance Sheet,R & B DECORATORS & REFURBISHMENT,36606026,80715.0,LEGR 09 - December.csv,1
31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),CARE PROVIDERS RECRUITMENT LTD,36606244,216187.0,LEGR 09 - December.csv,1
31/12/2020,Direct Labour,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36610950,76428.0,LEGR 09 - December.csv,1
31/12/2020,Direct Labour,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36610955,-35037.0,LEGR 09 - December.csv,-1
31/12/2020,Direct Labour,Balance Sheet,T&B (CONTRACTORS) LTD,36610983,109045.0,LEGR 09 - December.csv,1
31/12/2020,Gas,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36611015,37802.0,LEGR 09 - December.csv,1
31/12/2020,Contr Premises Security,COVID-19 COSTS,ISS MEDICLEAN LTD,36627554,65208.0,LEGR 09 - December.csv,1
31/12/2020,Contr Premises Security,COVID-19 COSTS,ISS MEDICLEAN LTD,36627556,78360.0,LEGR 09 - December.csv,1
31/12/2020,Other Transport Costs,PATIENT TRANSPORT (QEH),G4S FACILITIES MANAGEMENT (UK) LTD,36627920,47285.0,LEGR 09 - December.csv,1
31/12/2020,Contr Other External,PATIENT TRANSPORT (UHL),G4S FACILITIES MANAGEMENT (UK) LTD,36627927,50935.0,LEGR 09 - December.csv,1
31/12/2020,Contr Other External,PATIENT TRANSPORT (UHL),G4S FACILITIES MANAGEMENT (UK) LTD,36627939,45106.0,LEGR 09 - December.csv,1
31/12/2020,Other Transport Costs,PATIENT TRANSPORT (QEH),G4S FACILITIES MANAGEMENT (UK) LTD,36627941,43740.0,LEGR 09 - December.csv,1
31/12/2020,Contr Other External,SECURITY (UHL),CIS SECURITY LTD,36627958,44210.0,LEGR 09 - December.csv,1
31/12/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36638686,156358.0,LEGR 09 - December.csv,1
31/12/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36638688,181025.0,LEGR 09 - December.csv,1
31/12/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36638689,158508.0,LEGR 09 - December.csv,1
31/12/2020,Security Payments,SOFT F.M. FIXED (QEH),ISS MEDICLEAN LTD,36638690,73218.0,LEGR 09 - December.csv,1
31/12/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36638691,166544.0,LEGR 09 - December.csv,1
31/12/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36638692,205577.0,LEGR 09 - December.csv,1
31/12/2020,Bldg/Eng Equip Maint/Rep,COVID-19 COSTS,ISS MEDICLEAN LTD,36638693,-203926.0,LEGR 09 - December.csv,-1
31/12/2020,Other Clinical Costs,RADIOLOGY DEPT (QEH),CSC COMPUTER SCIENCES LTD,36639161,52995.0,LEGR 09 - December.csv,1
31/12/2020,Stocks Finished Goods,Balance Sheet,PHOENIX HEALTHCARE DISTRIBUTION LTD,36639399,30948.0,LEGR 09 - December.csv,1
31/12/2020,Bedding & Linen: Disp,COVID-19 COSTS,ISS MEDICLEAN LTD,36639869,30907.0,LEGR 09 - December.csv,1
31/12/2020,External Consultancy Fees,FINANCIAL ACCOUNTING,KPMG LLP,36639879,31433.0,LEGR 09 - December.csv,1
31/12/2020,Electricity,ENERGY (UHL),EDF ENERGY CUSTOMERS LTD,36639885,37114.0,LEGR 09 - December.csv,1
31/12/2020,Computer Software/License,DATA QUALITY AND INFORMATION SYSTEMS,CERNER LTD,36639890,608609.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,I.C.T. NETWORK,INSIGHT DIRECT (UK) LTD,36639895,33522.0,LEGR 09 - December.csv,1
31/12/2020,Capital Non Pay Costs,Balance Sheet,CASTONS,36639946,50000.0,LEGR 09 - December.csv,1
31/12/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36651212,37259.0,LEGR 09 - December.csv,1
31/12/2020,Services Received - NHSTs,OCCUPATIONAL HEALTH,OH ASSIST LTD,36651226,29817.0,LEGR 09 - December.csv,1
31/12/2020,Rent,CAR PARKING (QEH),ISS MEDICLEAN LTD,36663647,-167774.0,LEGR 09 - December.csv,-1
31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),TRUST NURSE SERVICES LTD,36677286,156570.0,LEGR 09 - December.csv,1
31/12/2020,Computer Software/License,I.C.T. POPULATION HEALTH,CERNER LTD,36682276,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Software/License,I.C.T. POPULATION HEALTH,CERNER LTD,36682277,1740458.0,LEGR 09 - December.csv,1
31/12/2020,Computer Software/License,I.C.T. POPULATION HEALTH,CERNER LTD,36682278,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Software/License,I.C.T. POPULATION HEALTH,CERNER LTD,36682279,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Software/License,I.C.T. POPULATION HEALTH,CERNER LTD,36682280,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Software/License,I.C.T. POPULATION HEALTH,CERNER LTD,36682281,193384.0,LEGR 09 - December.csv,1
31/12/2020,Computer Software/License,I.C.T. POPULATION HEALTH,CERNER LTD,36682283,-2707380.0,LEGR 09 - December.csv,-1
31/12/2020,Med & Surg Equip General,HEN,NUTRICIA LTD,36684300,57121.0,LEGR 09 - December.csv,1
31/12/2020,Enteral Feeding,HEN,NUTRICIA LTD,36684302,31785.0,LEGR 09 - December.csv,1
31/12/2020,Contr Other External,Acute Flow Centre (UHL),LONDON BOROUGH OF BEXLEY,36684311,28848.0,LEGR 09 - December.csv,1
31/12/2020,Laboratory Reagents,Blood Transfusion,CHRYSTAL CONSULTING LTD,36684373,33539.0,LEGR 09 - December.csv,1
31/12/2020,Laboratory Reagents,Microbiology,CHRYSTAL CONSULTING LTD,36684776,42822.0,LEGR 09 - December.csv,1
31/12/2020,Laboratory Reagents,HAEMATOLOGY (QEH),CHRYSTAL CONSULTING LTD,36684804,66129.0,LEGR 09 - December.csv,1
31/12/2020,Laboratory Reagents,Microbiology,CHRYSTAL CONSULTING LTD,36684858,48805.0,LEGR 09 - December.csv,1
31/12/2020,Laboratory Reagents,Microbiology,CHRYSTAL CONSULTING LTD,36684878,48009.0,LEGR 09 - December.csv,1
31/12/2020,Capital Non Pay Costs,Balance Sheet,SWITCHSHOP LTD,36684883,39600.0,LEGR 09 - December.csv,1
31/12/2020,Capital Non Pay Costs,Balance Sheet,SECTRA LTD,36684902,67115.0,LEGR 09 - December.csv,1
31/12/2020,Continence Products,BLADDER AND BOWEL (COM),ONTEX HEALTHCARE UK LTD,36695703,33260.0,LEGR 09 - December.csv,1
31/12/2020,Contr Refuse & Clin Waste,WASTE (UHL),ISS MEDICLEAN LTD,36695716,37977.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Catering,CATERING (UHL),ISS MEDICLEAN LTD,36695716,257156.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Catering,CATERING (UHL),ISS MEDICLEAN LTD,36695716,51431.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Domestics,HOUSEKEEPING (UHL),ISS MEDICLEAN LTD,36695716,273876.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Domestics,HOUSEKEEPING (UHL),ISS MEDICLEAN LTD,36695716,54775.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Laundry,LINEN AND LAUNDRY (UHL),ISS MEDICLEAN LTD,36695716,63725.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Oth Hotel Srv,MGT AND HELPDESK (UHL),ISS MEDICLEAN LTD,36695716,120176.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Oth Hotel Srv,PORTERING (UHL),ISS MEDICLEAN LTD,36695716,125542.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Oth Hotel Srv,PORTERING (UHL),ISS MEDICLEAN LTD,36695716,25108.0,LEGR 09 - December.csv,1
31/12/2020,Contr Refuse & Clin Waste,WASTE (QEH),ISS MEDICLEAN LTD,36695718,37538.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Catering,CATERING (QEH),ISS MEDICLEAN LTD,36695718,240272.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Catering,CATERING (QEH),ISS MEDICLEAN LTD,36695718,48054.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Domestics,HOUSEKEEPING (QEH),ISS MEDICLEAN LTD,36695718,261970.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Domestics,HOUSEKEEPING (QEH),ISS MEDICLEAN LTD,36695718,52394.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Laundry,LINEN AND LAUNDRY (QEH),ISS MEDICLEAN LTD,36695718,65831.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Oth Hotel Srv,MGT AND HELPDESK (QEH),ISS MEDICLEAN LTD,36695718,124523.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Oth Hotel Srv,PORTERING (QEH),ISS MEDICLEAN LTD,36695718,127459.0,LEGR 09 - December.csv,1
31/12/2020,Ext Contr Oth Hotel Srv,PORTERING (QEH),ISS MEDICLEAN LTD,36695718,25491.0,LEGR 09 - December.csv,1
31/12/2020,Pacemakers,CARDIAC DEPARTMENT (QEH),MEDTRONIC LTD,36695736,40320.0,LEGR 09 - December.csv,1
31/12/2020,Gas,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36712377,46900.0,LEGR 09 - December.csv,1
31/12/2020,Continence Products,BLADDER AND BOWEL (COM),ONTEX HEALTHCARE UK LTD,36712395,35463.0,LEGR 09 - December.csv,1
31/12/2020,Independent Sector,RADIOLOGY DEPT (QEH),TELEMEDICINE CLINIC LTD,36712548,34928.0,LEGR 09 - December.csv,1
31/12/2020,Capital Non Pay Costs,Balance Sheet,CHESS CYBERSECURITY LIMITED,36712555,32500.0,LEGR 09 - December.csv,1
31/12/2020,Continence Products,BLADDER AND BOWEL (COM),ONTEX HEALTHCARE UK LTD,36713364,29865.0,LEGR 09 - December.csv,1
31/12/2020,Contr Estate Management,PFI HARD FIXED (QEH),MERIDIAN HOSPITAL COMPANY,36745621,34262.0,LEGR 09 - December.csv,1
31/12/2020,Computer Maintenance,ICT SYSTEM SUPPORT (QEH),NETCALL TELECOM LTD,36745623,62748.0,LEGR 09 - December.csv,1
31/12/2020,Contr Other External,PFI HARD FIXED (QEH),MERIDIAN HOSPITAL COMPANY,36745627,57342.0,LEGR 09 - December.csv,1
31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),CROMWELL MEDICAL STAFFING LTD,36747431,28935.0,LEGR 09 - December.csv,1
31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),TFS HEALTHCARE LTD,36747432,66920.0,LEGR 09 - December.csv,1
31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),MSI RECRUITMENT LTD,36747433,33730.0,LEGR 09 - December.csv,1
31/12/2020,Drugs,PHARMACY OUTPATIENT DISPENSARY (QEH),LLOYDS PHARMACY LTD,36748768,620429.0,LEGR 09 - December.csv,1
31/12/2020,Info Tech Security Costs,DATA QUALITY AND INFORMATION SYSTEMS,SOFTCAT PLC,36748820,143173.0,LEGR 09 - December.csv,1
31/12/2020,Info Tech Security Costs,DATA QUALITY AND INFORMATION SYSTEMS,SOFTCAT PLC,36748820,28634.0,LEGR 09 - December.csv,1
31/12/2020,Blood Products,Blood Transfusion,NHS BLOOD & TRANSPLANT,36752583,86668.0,LEGR 09 - December.csv,1
31/12/2020,Blood Products,Blood Transfusion,NHS BLOOD & TRANSPLANT,36752585,96438.0,LEGR 09 - December.csv,1
31/12/2020,CNST - NHS Resolution,C.N.S.T.,NHSLA,NHSLACONT-T332,2589856.0,LEGR 09 - December.csv,1
30/11/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36058636,35518.0,LEGR 08 - November.csv,1
30/11/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36058636,177591.0,LEGR 08 - November.csv,1
30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36058638,164639.0,LEGR 08 - November.csv,1
30/11/2020,Direct Labour,Balance Sheet,ME CONSTRUCTION LTD,36090909,56739.0,LEGR 08 - November.csv,1
30/11/2020,Capital Non Pay Costs,Balance Sheet,MEDTRONIC LTD,36096228,43923.0,LEGR 08 - November.csv,1
30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),MSI RECRUITMENT LTD,36110271,37234.0,LEGR 08 - November.csv,1
30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),TFS HEALTHCARE LTD,36110276,55845.0,LEGR 08 - November.csv,1
30/11/2020,Capital Non Pay Costs,Balance Sheet,GE MEDICAL SYSTEMS LTD,36112444,-39806.0,LEGR 08 - November.csv,-1
30/11/2020,Other Transport Costs,PATIENT TRANSPORT (QEH),G4S FACILITIES MANAGEMENT (UK) LTD,36113826,111671.0,LEGR 08 - November.csv,1
30/11/2020,Gas,ENERGY (QEH),TOTAL GAS & POWER LTD,36116327,46900.0,LEGR 08 - November.csv,1
30/11/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36116330,58138.0,LEGR 08 - November.csv,1
30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36116615,27419.0,LEGR 08 - November.csv,1
30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36116617,50592.0,LEGR 08 - November.csv,1
30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36116618,55694.0,LEGR 08 - November.csv,1
30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36116619,31158.0,LEGR 08 - November.csv,1
30/11/2020,Contr Other External,PATIENT TRANSPORT (UHL),G4S FACILITIES MANAGEMENT (UK) LTD,36135780,111827.0,LEGR 08 - November.csv,1
30/11/2020,Recruitment Agency Fees,N.C.Q. DIRECTORATE MANAGEMENT,DRAKE PERSONNEL LTD,36135808,46200.0,LEGR 08 - November.csv,1
30/11/2020,Contr Other External,I.C.T. MANAGEMENT,NETCALL TELECOM LTD,36136443,32350.0,LEGR 08 - November.csv,1
30/11/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36139348,44640.0,LEGR 08 - November.csv,1
30/11/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36139403,50710.0,LEGR 08 - November.csv,1
30/11/2020,External Consultancy Fees,FINANCIAL ACCOUNTING,KPMG LLP,36148934,-37866.0,LEGR 08 - November.csv,-1
30/11/2020,External Consultancy Fees,FINANCIAL ACCOUNTING,KPMG LLP,36148935,37866.0,LEGR 08 - November.csv,1
30/11/2020,Security Payments,SOFT F.M. FIXED (QEH),ISS MEDICLEAN LTD,36172219,87861.0,LEGR 08 - November.csv,1
30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),REDSPOT CARE LTD,36182260,158538.0,LEGR 08 - November.csv,1
30/11/2020,Direct Labour,Balance Sheet,UK POWER NETWORKS (OPERATIONS) LTD,36198752,192632.0,LEGR 08 - November.csv,1
30/11/2020,Direct Labour,Balance Sheet,UK POWER NETWORKS (OPERATIONS) LTD,36198752,38526.0,LEGR 08 - November.csv,1
30/11/2020,Electricity,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36214662,129769.0,LEGR 08 - November.csv,1
30/11/2020,PFI Fin Liab FVTPL Currnt,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36216654,1700454.0,LEGR 08 - November.csv,1
30/11/2020,PFI Fin Liab FVTPL Currnt,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36216654,340090.0,LEGR 08 - November.csv,1
30/11/2020,Computer Hardware Purch,I.C.T. MANAGEMENT,DELL CORPORATION LTD,36216719,26100.0,LEGR 08 - November.csv,1
30/11/2020,Lease Rents,RIVERSIDE P.F.I.,RAVENSBOURNE HEALTH SERVICES LTD,36222732,783102.0,LEGR 08 - November.csv,1
30/11/2020,Stocks Finished Goods,Balance Sheet,ALLOGA UK LTD,36223337,27120.0,LEGR 08 - November.csv,1
30/11/2020,Laboratory Reagents,Histology,CHRYSTAL CONSULTING LTD,36268705,39021.0,LEGR 08 - November.csv,1
30/11/2020,Laboratory Reagents,Biochemistry,CHRYSTAL CONSULTING LTD,36268708,29045.0,LEGR 08 - November.csv,1
30/11/2020,Laboratory Reagents,Microbiology,CHRYSTAL CONSULTING LTD,36268773,40673.0,LEGR 08 - November.csv,1
30/11/2020,Med & Surg Maint Contract,E.B.M.E. (QEH),CHANGE HEALTHCARE UK HOLDINGS LTD,36279449,38717.0,LEGR 08 - November.csv,1
30/11/2020,Electricity,ENERGY (UHL),EDF ENERGY CUSTOMERS PLC,36279451,47897.0,LEGR 08 - November.csv,1
30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),CARE PROVIDERS RECRUITMENT LTD,36292259,216694.0,LEGR 08 - November.csv,1
30/11/2020,Direct Labour,Balance Sheet,UK POWER NETWORKS (OPERATIONS) LTD,36296908,211790.0,LEGR 08 - November.csv,1
30/11/2020,Direct Labour,Balance Sheet,UK POWER NETWORKS (OPERATIONS) LTD,36296908,42358.0,LEGR 08 - November.csv,1
30/11/2020,Independent Sector,RADIOLOGY DEPT (QEH),TELEMEDICINE CLINIC LTD,36309614,33807.0,LEGR 08 - November.csv,1
30/11/2020,Independent Sector,RADIOLOGY - DEPT (UHL),TELEMEDICINE CLINIC LTD,36309615,30153.0,LEGR 08 - November.csv,1
30/11/2020,Independent Sector,RADIOLOGY - DEPT (UHL),TELEMEDICINE CLINIC LTD,36309616,31845.0,LEGR 08 - November.csv,1
30/11/2020,Direct Labour,Balance Sheet,CSF BUILDING CONTRACTORS LTD,36310120,50285.0,LEGR 08 - November.csv,1
30/11/2020,Services Received - NHSTs,OCCUPATIONAL HEALTH,OH ASSIST LTD,36340774,29817.0,LEGR 08 - November.csv,1
30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36342352,137232.0,LEGR 08 - November.csv,1
30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36342354,135172.0,LEGR 08 - November.csv,1
30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36342361,132580.0,LEGR 08 - November.csv,1
30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36342429,136678.0,LEGR 08 - November.csv,1
30/11/2020,Contr Estate Management,PFI HARD FIXED (QEH),MERIDIAN HOSPITAL COMPANY,36342444,210782.0,LEGR 08 - November.csv,1
30/11/2020,Blood Products,Blood Transfusion,NHS BLOOD & TRANSPLANT,36342469,96438.0,LEGR 08 - November.csv,1
30/11/2020,Blood Products,Blood Transfusion,NHS BLOOD & TRANSPLANT,36342470,86668.0,LEGR 08 - November.csv,1
30/11/2020,Direct Labour,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36357680,50837.0,LEGR 08 - November.csv,1
30/11/2020,Contr Other External,PHARMACY OUTPATIENT DISPENSARY,BOOTS UK LTD,36357686,30488.0,LEGR 08 - November.csv,1
30/11/2020,Stocks Finished Goods,Balance Sheet,CSL BEHRING UK LTD,36358075,56700.0,LEGR 08 - November.csv,1
30/11/2020,Lease Rents,RIVERSIDE P.F.I.,RAVENSBOURNE HEALTH SERVICES LTD,36362968,48821.0,LEGR 08 - November.csv,1
