date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,ADUR & PARTNERS,31794460,40763.0,NEHV 01 - April.csv,1
30/04/2020,Clinical&Medical-Clinical Other,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32037676,93757.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AS JAWAD,31943241,44662.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AVON ROAD SURGERY,31794500,-75303.0,NEHV 01 - April.csv,-1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AVON ROAD SURGERY,31794506,97893.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BAIG & BAIG,31943240,38803.0,NEHV 01 - April.csv,1
30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,31798876,12811700.0,NEHV 01 - April.csv,1
30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31798881,1165000.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BEHESHTI & PARTNERS,31943238,39436.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BILLET LANE MEDICAL CENTRE,31943287,31487.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,C TRAN,31794462,57190.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CHADWELL HEATH HEALTH CENTRE,31943245,56371.0,NEHV 01 - April.csv,1
30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,COMMUNITAS CLINICS LTD,32037679,50840.0,NEHV 01 - April.csv,1
30/04/2020,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CONCORDIA AMBULATORY CARE SERVICES LTD,32037687,40349.0,NEHV 01 - April.csv,1
30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,DMC HEALTHCARE LTD,32037680,46848.0,NEHV 01 - April.csv,1
30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,DMC HEALTHCARE LTD,31820147,44664.0,NEHV 01 - April.csv,1
30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,DMC HEALTHCARE LTD,31960245,31580.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A V KAW,31943247,31126.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AM ABDULLAH,31943251,37071.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR C DAHS & PARTNERS,31794496,108566.0,NEHV 01 - April.csv,1
30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR J KAKAD & PARTNERS,31943254,60385.0,NEHV 01 - April.csv,1
