Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS West London CCG,30-Sep-20,Clinical&Medical-Independent Sector,PRIMARY CARE INVESTMENTS,LONDON MEDICAL ASSOCIATES LTD,33946842,"-96,545.28"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,33817139,"-59,910.35"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,33817139,"-59,751.61"
Department of Health,NHS West London CCG,30-Sep-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ROYAL BOROUGH OF KENSINGTON&CHELSEA,34064496,"-50,726.44"
Department of Health,NHS West London CCG,30-Sep-20,Printing Design Costs,NON RECURRENT PROGRAMMES,THRIVE TRIBE LTD,33801810,"-34,071.60"
Department of Health,NHS West London CCG,30-Sep-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,33907996,"-33,871.68"
Department of Health,NHS West London CCG,30-Sep-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,33907996,"-33,746.74"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33817152,"-15,308.13"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,ABINGDON HEALTH CENTRE,33817119,"-14,171.44"
Department of Health,NHS West London CCG,30-Sep-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,ABINGDON HEALTH CENTRE,33817119,"-14,054.16"
Department of Health,NHS West London CCG,30-Sep-20,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,33817139,"-13,752.18"
Department of Health,NHS West London CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,33817139,"-13,628.10"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33817152,"-11,119.23"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ABINGDON HEALTH CENTRE,33817119,"-6,194.28"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ABINGDON HEALTH CENTRE,33817119,"-6,015.18"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33817152,"-3,104.03"
Department of Health,NHS West London CCG,30-Sep-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33817152,"-1,935.96"
Department of Health,NHS West London CCG,30-Sep-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33817152,"-1,682.87"
