Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS West London CCG,31-Aug-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD BARLBY ROAD,33452107,"-118,596.20"
Department of Health,NHS West London CCG,31-Aug-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,33486086,"-116,286.69"
Department of Health,NHS West London CCG,31-Aug-20,Hcare Srv Rec NHS Trust-Non Contract,PATIENT TRANSPORT,LONDON AMBULANCE SERVICE NHS TRUST,33452019,"-68,356.20"
Department of Health,NHS West London CCG,31-Aug-20,Contract & Agency-Agency Spec Contr,RECHARGES,NHS CENTRAL LONDON (WESTMINSTER) CCG,33674480,"-66,095.61"
Department of Health,NHS West London CCG,31-Aug-20,Miscellaneous Expenditure (L9),PROGRAMME PROJECTS,NHS CENTRAL LONDON (WESTMINSTER) CCG,33687601,"-51,919.53"
Department of Health,NHS West London CCG,31-Aug-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,33486104,"-43,254.34"
Department of Health,NHS West London CCG,31-Aug-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEALTH & WELLBEING EARLS COURT,33486076,"-38,438.86"
Department of Health,NHS West London CCG,31-Aug-20,Clinical&Medical-Commercial Sector,LEARNING DIFFICULTIES,FULL OF LIFE,33605262,"-30,000.00"
Department of Health,NHS West London CCG,31-Aug-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33486102,"-11,200.40"
Department of Health,NHS West London CCG,31-Aug-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33486102,"-10,537.56"
Department of Health,NHS West London CCG,31-Aug-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33486101,"-9,371.79"
Department of Health,NHS West London CCG,31-Aug-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33486102,"-8,798.28"
Department of Health,NHS West London CCG,31-Aug-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,33486105,"-3,511.98"
Department of Health,NHS West London CCG,31-Aug-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HEALTH & WELLBEING EARLS COURT,33486078,"-3,443.86"
Department of Health,NHS West London CCG,31-Aug-20,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,33486105,"-3,171.67"
Department of Health,NHS West London CCG,31-Aug-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,33486087,"-2,895.91"
Department of Health,NHS West London CCG,31-Aug-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,33486087,"-2,718.69"
Department of Health,NHS West London CCG,31-Aug-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HEALTH & WELLBEING EARLS COURT,33486078,"-2,121.05"
Department of Health,NHS West London CCG,31-Aug-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HEALTH & WELLBEING EARLS COURT,33486078,"-1,961.25"
Department of Health,NHS West London CCG,31-Aug-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33583275,"-1,930.98"
Department of Health,NHS West London CCG,31-Aug-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HEALTH & WELLBEING EARLS COURT,33486078,-0.05
Department of Health,NHS West London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,33583500,2.3
Department of Health,NHS West London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,33583523,2.3
Department of Health,NHS West London CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,33600224,2.3
