Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Harrow CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34664305,"-181,594.76"
Department of Health,NHS Harrow CCG,30/11/2020,Clinical&Medical-Commercial Sector,URGENT CARE,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,34773332,"-174,252.00"
Department of Health,NHS Harrow CCG,30/11/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34635516,"-91,348.15"
Department of Health,NHS Harrow CCG,30/11/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34635507,"-78,642.90"
Department of Health,NHS Harrow CCG,30/11/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34635486,"-69,705.80"
Department of Health,NHS Harrow CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),34661058,"-57,783.42"
Department of Health,NHS Harrow CCG,30/11/2020,Recharge : Received,GENERAL RESERVE - PROGRAMME,NHS SURREY HEARTLANDS CCG,34635172,"-36,205.92"
Department of Health,NHS Harrow CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,34664301,"-11,121.87"
Department of Health,NHS Harrow CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,34664329,"-9,311.04"
Department of Health,NHS Harrow CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,34664329,"-9,182.07"
Department of Health,NHS Harrow CCG,30/11/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,34664329,"-6,875.00"
Department of Health,NHS Harrow CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,34664305,"-6,759.76"
Department of Health,NHS Harrow CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,34664301,"-6,633.92"
