Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Redbridge CCG,8/31/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,33412407,"36,731.50"
Department of Health,NHS Redbridge CCG,8/31/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,33412407,"7,346.30"
Department of Health,NHS Redbridge CCG,8/31/2020,NHS Recbles <1Yr-Srvc Recd-PCSS(L9),BALANCE SHEET,KCOM GROUP PLC,33424675,"1,794.45"
Department of Health,NHS Redbridge CCG,8/31/2020,NHS Recbles <1Yr-Srvc Recd-PCSS(L9),BALANCE SHEET,KCOM GROUP PLC,33424675,358.89
Department of Health,NHS Redbridge CCG,8/31/2020,Telecoms-Data lines,PRIMARY CARE IT,KCOM GROUP PLC,33424675,"23,233.97"
Department of Health,NHS Redbridge CCG,8/31/2020,Telecoms-Data lines,PRIMARY CARE IT,KCOM GROUP PLC,33424675,"4,646.79"
Department of Health,NHS Redbridge CCG,8/31/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,HEALTHBRIDGE DIRECT LTD,33438758,"242,663.48"
Department of Health,NHS Redbridge CCG,8/31/2020,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,HEALTHBRIDGE DIRECT LTD,33438760,"144,484.00"
Department of Health,NHS Redbridge CCG,8/31/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEALTHBRIDGE DIRECT LTD,33438761,"487,343.55"
Department of Health,NHS Redbridge CCG,8/31/2020,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,HEALTHBRIDGE DIRECT LTD,33438762,"164,728.00"
Department of Health,NHS Redbridge CCG,8/31/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEALTHBRIDGE DIRECT LTD,33438764,"40,611.96"
Department of Health,NHS Redbridge CCG,8/31/2020,Clinical&Medical-Not For Profit,URGENT CARE,PARTNERSHIP OF EAST LONDON CO-OPERATIVES LTD,33451199,"63,594.19"
Department of Health,NHS Redbridge CCG,8/31/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HEALTHBRIDGE DIRECT LTD,33457569,"-324,895.69"
Department of Health,NHS Redbridge CCG,8/31/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,HEALTHBRIDGE DIRECT LTD,33457572,"-161,775.65"
Department of Health,NHS Redbridge CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,33458375,"9,393,500.00"
