Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,amount
Department of Health,NHS Redbridge CCG,30/06/2020,Clinical&Medical-Clinical Other,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32723082,"80,001.50"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,ALDERSBROOK MEDICAL CENTRE,32669687,"62,996.03"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (THE LOXFORD PRACTICE),32669711,"240,510.34"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BALFOUR ROAD SURGERY,32823035,"74,274.26"
Department of Health,NHS Redbridge CCG,30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,32645356,"9,393,500.00"
Department of Health,NHS Redbridge CCG,30/06/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,32645360,"6,312,100.00"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BROADWAY SURGERY,32823037,"77,110.79"
Department of Health,NHS Redbridge CCG,30/06/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,CAPITAL STAFFING SERVICES LTD,32928512,"32,092.92"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CHADWELL HEATH SURGERY,32669689,"124,589.81"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CLAYHALL CLINIC,32823039,"139,649.96"
Department of Health,NHS Redbridge CCG,30/06/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,COMMUNITAS CLINICS LTD,32723086,"31,164.18"
Department of Health,NHS Redbridge CCG,30/06/2020,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CONCORDIA AMBULATORY CARE SERVICES LTD,32723095,"61,754.46"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CRANBROOK SURGERY,32823041,"53,453.74"
Department of Health,NHS Redbridge CCG,30/06/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,CYGNET HEALTHCARE LTD,32928511,"47,304.00"
Department of Health,NHS Redbridge CCG,30/06/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,DMC HEALTHCARE LTD,32723087,"36,489.33"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DOCTORS HOUSE,32823043,"115,402.54"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR PRICE & PARTNERS - RYDAL,32823044,"-32,106.63"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR PRICE & PARTNERS - RYDAL,32823045,"135,850.62"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DRIVE SURGERY,32823047,"87,659.68"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,EASTERN AVENUE MEDICAL CENTRE,32669693,"73,661.18"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,EASTWOOD MEDICAL CENTRE,32836991,"106,937.98"
Department of Health,NHS Redbridge CCG,30/06/2020,Computer Hardware Purch,NON RECURRENT PROGRAMMES,EGTON MEDICAL INFORMATION SYSTEMS LTD,32766069,"-41,727.42"
Department of Health,NHS Redbridge CCG,30/06/2020,Computer Hardware Purch,NON RECURRENT PROGRAMMES,EGTON MEDICAL INFORMATION SYSTEMS LTD,32306030,"34,772.85"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,EGTON MEDICAL INFORMATION SYSTEMS LTD,32614534,"-36,979.20"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,ELMHURST PRACTICE,32823049,"57,238.35"
Department of Health,NHS Redbridge CCG,30/06/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,ELYSIUM HEALTHCARE LTD,32739945,"42,253.00"
Department of Health,NHS Redbridge CCG,30/06/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,EVERGREEN SURGERY,32669691,"124,895.84"
Department of Health,NHS Redbridge CCG,30/06/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,EVOLUTIO CARE INNOVATIONS LTD,32723091,"56,735.89"
