Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32085311,"-1,100,000.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,LEWISHAM & GREENWICH NHS TRUST,32085313,"-982,428.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,LEWISHAM & GREENWICH NHS TRUST,32078718,"-762,877.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32070648,"-750,000.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,OXLEAS NHS FOUNDATION TRUST,32078744,"-538,000.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,DARTFORD AND GRAVESHAM NHS TRUST,32085300,"-478,399.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,OXLEAS NHS FOUNDATION TRUST,32078905,"-357,131.00"
Department of Health,NHS South East London CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,OXLEAS NHS FOUNDATION TRUST,32146050,"-326,986.00"
Department of Health,NHS South East London CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,OXLEAS NHS FOUNDATION TRUST,32146052,"-311,847.50"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,BROMLEY GP ALLIANCE,32092107,"-305,487.60"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32066150,"-302,367.17"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,DARTFORD AND GRAVESHAM NHS TRUST,32078687,"-243,289.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,BARTS HEALTH NHS TRUST,32078849,"-182,579.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,SOUTHWARK COUNCIL,32068317,"-156,949.73"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32085310,"-152,468.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,BROMLEY GP ALLIANCE,32092108,"-143,801.76"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,SOUTHWARK COUNCIL,32068318,"-140,608.69"
Department of Health,NHS South East London CCG,30/04/2020,Clinical&Medical-Drugs,PRESCRIBING,OXLEAS NHS FOUNDATION TRUST,32128835,"-139,600.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,32092153,"-124,745.57"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,LAMBETH HEALTHCARE LTD,32066128,"-121,601.90"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,32085319,"-108,610.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,32078930,"-100,000.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32078955,"-97,290.08"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,OXLEAS NHS FOUNDATION TRUST,32078741,"-73,286.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,OXLEAS NHS FOUNDATION TRUST,32078906,"-73,286.00"
Department of Health,NHS South East London CCG,30/04/2020,Contract & Agency-Agency Int Mgr,COMMISSIONING SCHEMES,KEYSTREAM HEALTHCARE RESOURCES LTD,32128460,"-72,000.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,CROYDON HEALTH SERVICES NHS TRUST,32078859,"-65,875.56"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32085320,"-65,225.97"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,KINGSTON HOSPITAL NHS FOUNDATION TRUST,32066127,"-64,267.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,LONDON NORTH WEST HEALTHCARE NHS TRUST,32070651,"-60,119.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,NORTH BRISTOL NHS TRUST,32066134,"-57,793.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,32078934,"-54,877.00"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,32092155,"-53,762.55"
Department of Health,NHS South East London CCG,30/04/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PARK GROUP PRACTICE,31881298,"-52,067.17"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32070639,"-50,231.21"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,ROYAL BOROUGH OF GREENWICH,32078818,"-48,459.82"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,BOOTS UK LTD,32092106,"-47,916.67"
Department of Health,NHS South East London CCG,30/04/2020,SYS-NHS A/P Control-Cutover Bal <1Yr,BALANCE SHEET,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32085308,"-46,273.65"
Department of Health,NHS South East London CCG,30/04/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32144699,"-45,602.32"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,ROYAL BOROUGH OF GREENWICH,32078815,"-41,294.18"
Department of Health,NHS South East London CCG,30/04/2020,SYS-Non NHS A/P-Cutover Bal <1Yr,BALANCE SHEET,NHS PROPERTY SERVICES LTD,32066992,"-38,031.00"
Department of Health,NHS South East London CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32035492,"-37,949.89"
