Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,33192206,"-80,691.00"
Department of Health,NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec NHS Trust,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33354298,"-77,074.80"
Department of Health,NHS Hounslow CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,33206005,"-40,337.00"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,HOUNSLOW MEDICAL CENTRE DR BC PATEL,33192197,"-35,788.84"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,ST DAVIDS PRACTICE DR S R KUMAR,33192201,"-13,253.37"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,ST DAVIDS PRACTICE DR S R KUMAR,33192200,"-13,134.05"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,ST DAVIDS PRACTICE DR S R KUMAR,33192201,"-3,673.34"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,ST DAVIDS PRACTICE DR S R KUMAR,33192201,"-3,642.94"
Department of Health,NHS Hounslow CCG,31-Jul-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33144095,"-3,136.86"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,HOUNSLOW MEDICAL CENTRE DR BC PATEL,,"-1,917.34"
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,33092442,49.82
Department of Health,NHS Hounslow CCG,,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR SM HUNT,,56.29
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33069851,82.8
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR F MORAN & PARTNERS,33192163,110.19
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33069851,128.03
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,BRENTFORD FAMILY PRACTICE,33206005,250
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HOLLY ROAD MEDICAL CENTRE,33069838,361.51
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HOLLY ROAD MEDICAL CENTRE,33069838,471.65
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,33192167,489.92
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,33192167,492.64
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PENTELOW PRACTICE,33192200,538.11
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HOLLY ROAD MEDICAL CENTRE,33069838,558.68
Department of Health,NHS Hounslow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VK WINAYAK,33069828,563.88
