Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hounslow CCG,30/11/2020,Clinical&Medical-Commercial Sector,NCAS/OATS,CENTRAL SURREY HEALTH LTD,34435332,"32,850.00"
Department of Health,NHS Hounslow CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,34435335,"-52,209.00"
Department of Health,NHS Hounslow CCG,30/11/2020,Clinical&Medical-Commercial Sector,NHS 111,PRACTICE PLUS GROUP URGENT CARE LTD,34473923,"63,443.66"
Department of Health,NHS Hounslow CCG,30/11/2020,Clinical&Medical-Commercial Sector,NHS 111,,,"66,861.60"
Department of Health,NHS Hounslow CCG,30/11/2020,Cont Care-Mental Health (65+),CHC ADULT FULLY FUNDED,RAMESH N VAKANI,34473932,"57,636.60"
Department of Health,NHS Hounslow CCG,30/11/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HOUNSLOW CONSORTIUM LTD,34473941,"510,685.13"
Department of Health,NHS Hounslow CCG,30/11/2020,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,ANCHOR THE COUNSELLING PRACTICE,34473945,"159,000.00"
Department of Health,NHS Hounslow CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,34516371,"58,798.89"
Department of Health,NHS Hounslow CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,34516371,"1,136.70"
Department of Health,NHS Hounslow CCG,30/11/2020,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,34516371,"5,999.76"
Department of Health,NHS Hounslow CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,34516371,"3,086.67"
Department of Health,NHS Hounslow CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,34516371,"1,548.98"
Department of Health,NHS Hounslow CCG,30/11/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,34516371,577
Department of Health,NHS Hounslow CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,34516371,"4,659.26"
