Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hounslow CCG,30-Apr-20,Recharge : Received,MENTAL HEALTH SERVICES - OTHER,NHS EALING CCG,32124183,"-112,500.00"
Department of Health,NHS Hounslow CCG,30-Apr-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,CARE UK COMMUNITY PARTNERSHIPS LTD,31914112,"-83,348.57"
Department of Health,NHS Hounslow CCG,30-Apr-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,HOUNSLOW MEDICAL CENTRE DR BC PATEL,31897776,"-35,222.13"
Department of Health,NHS Hounslow CCG,30-Apr-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HOUNSLOW MEDICAL CENTRE DR BC PATEL,31897779,"-33,401.30"
Department of Health,NHS Hounslow CCG,30-Apr-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,31867720,"-1,915.06"
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,CHESTNUT PRACTICE,31897732,27.52
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,GREEN PRACTICE HOUNSLOW,31897776,35.52
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,31914096,53.79
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR SM HUNT,31897765,56.29
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MB PATEL,31897749,62.07
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR P GARCHA,31897750,64.14
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,31796776,86.23
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,31897745,103.45
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WEST4 GPS,31897789,107.59
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,BRENTFORD FAMILY PRACTICE,31897793,134.49
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR S HEFFERNAN,31897757,192.42
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SPECHT & PARTNERS,31897769,202.76
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,FIRST CARE PRACTICE DR MAHMUD & PTRS,31897774,204.83
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,GREEN PRACTICE HOUNSLOW,31897776,215.18
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HOUNSLOW MEDICAL CENTRE DR BC PATEL,31897780,221.38
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,31914091,244.14
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ST DAVIDS PRACTICE DR S R KUMAR,31897785,256.56
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR G VENKATESHAM,31914091,276.94
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,31914096,280
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,31897740,320.7
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MA MEAGHER,31897747,469.67
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,31914096,492.64
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR P GARCHA,31897749,515.92
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PENTELOW PRACTICE,31914112,538.11
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MB PATEL,31897747,541.09
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MB PATEL,31897749,570.69
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST4 GPS,31897785,598.34
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BRENTFORD FAMILY PRACTICE,31897791,599.81
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRENTFORD FAMILY PRACTICE,31897793,618.3
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR P GARCHA,31897750,652.06
Department of Health,NHS Hounslow CCG,30-Apr-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,31867720,656
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,31796770,670.92
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MH MUZAFER,31897740,691.53
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,31897745,693.51
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MA MEAGHER,31897747,777.45
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SKYWAYS MEDICAL CENTRE,31897791,783.13
Department of Health,NHS Hounslow CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MG ETMINAN,31812272,806.34
