Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,LONDON BOROUGH OF RICHMOND,33806305,"-36,489.09"
Department of Health,NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Othe Public Sector,SAFEGUARDING,LONDON BOROUGH OF HOUNSLOW,34067875,"-30,000.00"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33825429,"-11,848.88"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33825429,"-11,630.65"
Department of Health,NHS Hounslow CCG,,,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33825429,"-6,278.28"
Department of Health,NHS Hounslow CCG,30-Sep-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33877510,"-1,391.00"
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ST DAVIDS PRACTICE DR S R KUMAR,33909418,4.6
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ST DAVIDS PRACTICE DR S R KUMAR,33909418,9.67
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR P LUTHRA,33909388,16.12
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,33909380,20.73
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,33909376,23.03
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SPECHT & PARTNERS,33924233,23.03
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR P GARCHA,33909385,39.15
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR RM CHAMBERS,33909395,41.45
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SM LANE,33909403,43.76
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR G VENKATESHAM,33909376,44.98
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SM LANE,33909403,47.54
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MB PATEL,33909384,48.36
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,33825428,49.82
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MA MEAGHER,33909382,50.66
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR SK MAYOR,33909397,52.46
Department of Health,NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR N BURBIDGE,33924236,53.92
