Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,32673701,"-287,196.28"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,32673695,"-173,926.10"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,32673699,"-151,150.56"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,32719940,"-102,370.78"
Department of Health,NHS Hounslow CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,32679024,"-74,307.00"
Department of Health,NHS Hounslow CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,32735871,"-69,252.00"
Department of Health,NHS Hounslow CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,FRIMLEY HEALTH NHS FOUNDATION TRUST,32583061,"-66,821.92"
Department of Health,NHS Hounslow CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,FRIMLEY HEALTH NHS FOUNDATION TRUST,32583215,"-66,821.92"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,FIRST CARE PRACTICE DR MAHMUD & PTRS,32770152,"-49,981.99"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,FIRST CARE PRACTICE DR MAHMUD & PTRS,32770152,"-49,975.46"
Department of Health,NHS Hounslow CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),32679274,"-46,077.83"
Department of Health,NHS Hounslow CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),32722988,"-44,805.64"
Department of Health,NHS Hounslow CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION,32673689,"-34,000.00"
Department of Health,NHS Hounslow CCG,30-Jun-20,Clinical&Medical-Commercial Sector,CHILD AND ADOLESCENT MENTAL HEALTH,POSITIVE BEHAVIOUR SUPPORT CONSULTANCY LTD,32942056,"-30,000.00"
Department of Health,NHS Hounslow CCG,30-Jun-20,Clinical&Medical-Commercial Sector,CHILD AND ADOLESCENT MENTAL HEALTH,POSITIVE BEHAVIOUR SUPPORT CONSULTANCY LTD,32942109,"-30,000.00"
Department of Health,NHS Hounslow CCG,30-Jun-20,Clinical&Medical-Commercial Sector,CHILD AND ADOLESCENT MENTAL HEALTH,POSITIVE BEHAVIOUR SUPPORT CONSULTANCY LTD,32942112,"-30,000.00"
Department of Health,NHS Hounslow CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),32679335,"-25,262.89"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR SPECHT & PARTNERS,32785004,"-18,867.68"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,32673696,"-18,111.30"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,WEST4 GPS,32770165,"-15,747.65"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,32673668,"-15,163.89"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,32723019,"-14,917.02"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WEST4 GPS,32770165,"-14,498.24"
Department of Health,NHS Hounslow CCG,,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,,"-14,439.80"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,32770166,"-14,107.00"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,32673696,"-13,983.62"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,32770108,"-13,818.72"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SK MAYOR,32770149,"-13,340.10"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,32770108,"-12,973.08"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR SPECHT & PARTNERS,32785004,"-11,708.27"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WEST4 GPS,32723029,"-11,389.94"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,32719956,"-10,768.96"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,32673698,"-10,746.27"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,32673684,"-10,522.24"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,32673700,"-9,921.81"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,32673684,"-9,646.74"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DJ MENDEL,32673668,"-9,554.18"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FIRST CARE PRACTICE DR MAHMUD & PTRS,32719912,"-8,724.56"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR SK MAYOR,32770139,"-7,986.61"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,32673700,"-7,869.04"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,32673684,"-7,744.34"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,32673690,"-7,641.80"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR SK MAYOR,32770139,"-7,497.87"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SPECHT & PARTNERS,32770147,"-7,466.18"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,32673688,"-7,190.00"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,32673698,"-7,159.18"
Department of Health,NHS Hounslow CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,32784992,"-7,135.66"
Department of Health,NHS Hounslow CCG,30-Jun-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,32673688,"-6,750.00"
