Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hillingdon CCG,30-Apr-20,Hlthcre-Foundation Trsts,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,31819870,"-411,600.00"
Department of Health,NHS Hillingdon CCG,30-Apr-20,Hlthcre-Foundation Trsts,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,31819879,"-373,165.00"
Department of Health,NHS Hillingdon CCG,30-Apr-20,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,OPCARE LTD,31945732,"-247,956.75"
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CONFEDERATION HILLINGDON CIC,31766029,"-147,631.22"
Department of Health,NHS Hillingdon CCG,,PERMANENT UK STAFF - EMPLOYER'S PENSION COSTS - 6.3%,CORPORATE COSTS & SERVICES,NHS BRENT CCG,,"-119,000.00"
Department of Health,NHS Hillingdon CCG,30-Apr-20,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,CONFEDERATION HILLINGDON CIC,31945703,"-96,798.00"
Department of Health,NHS Hillingdon CCG,30-Apr-20,Hlthcre-Foundation Trsts,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,31941006,"-31,000.00"
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,CONFEDERATION HILLINGDON CIC,31774046,"-30,845.75"
Department of Health,NHS Hillingdon CCG,30-Apr-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,31739118,"-23,466.22"
Department of Health,NHS Hillingdon CCG,30-Apr-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,31945724,"-23,415.33"
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,31945723,41.4
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,31945703,53.79
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,31945723,57.8
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,63.4
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,31945746,95.17
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,96.6
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,31945754,96.6
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,31945750,99.01
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,31974820,103.45
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,31945754,103.45
Department of Health,NHS Hillingdon CCG,30-Apr-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,109.33
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,31945751,109.66
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,31974823,122.07
Department of Health,NHS Hillingdon CCG,30-Apr-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,125.77
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,31945710,134.49
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,31945715,136.55
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,31945728,165.6
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,31945732,167.59
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,31793882,179.4
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHURCH ROAD SURGERY,31855536,182.48
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,31945723,184.14
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,31945750,206.29
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,31974821,217.25
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,31945757,223.45
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,31945703,234.6
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,31945713,240
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,31945750,244.13
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,31945718,244.14
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,31945728,273.11
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,31945738,287.59
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,31945706,376.56
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,31945703,377.12
Department of Health,NHS Hillingdon CCG,30-Apr-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,31819874,399
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,31945754,410.71
Department of Health,NHS Hillingdon CCG,,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,,426.22
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINCORA DR A N GOUD & PARTNER,31793878,459.42
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,31945748,483.01
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,31974824,496.57
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NORTH HYDE PRACTICE,31945759,496.84
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,31974820,507.77
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST LONDON MEDICAL CENTRE,31855572,514.18
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,31945757,539.48
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,31945740,613.77
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,31974822,631.05
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,31945723,650.22
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,31945746,659.31
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KING EDWARDS & SWAKELEYS MEDICAL CENTRE,31793880,704.4
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,31945751,722.99
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR M M SIDDIQUI,31945706,755.99
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WALLASEY MEDICAL CENTRE,31974824,772.93
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,YEADING COURT SURGERY,31945748,823.62
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,31945738,832.56
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST MARTINS MEDICAL CENTRE,31945742,834.09
Department of Health,NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,31974823,837.04
