Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hillingdon CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34253179,"-95,137.75"
Department of Health,NHS Hillingdon CCG,31/10/2020,Clinical&Medical-Commercial Sector,COMMISSIONING RESERVE,CONFEDERATION HILLINGDON CIC,34422389,"-70,236.00"
Department of Health,NHS Hillingdon CCG,31/10/2020,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OTHER,COMMUNITY BARNET,34430742,"-69,213.00"
Department of Health,NHS Hillingdon CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34253215,"-42,470.08"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,34289620,"-13,783.16"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,"CENTRE
DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH",34289576,"-13,317.57"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,34289620,"-12,621.04"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,"CENTRE
DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH",34289576,"-12,145.60"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,34289580,"-11,765.01"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,34289580,"-11,746.53"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,34289585,"-7,974.38"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,34289585,"-6,952.58"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,34289585,"-3,548.95"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,34289585,"-3,519.58"
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,34289585,"-3,471.24"
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,34289580,"-3,120.42"
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH,34289576,"-3,032.57"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,"CENTRE
DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH",34289576,"-2,860.92"
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,"CENTRE
DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH",34289576,"-2,551.45"
Department of Health,NHS Hillingdon CCG,31/10/2020,Statutory Adoption Pay < 1 yr,BALANCE SHEET,HMRC,34229375,"-2,183.84"
Department of Health,NHS Hillingdon CCG,31/10/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34229375,"-1,474.86"
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,34289620,"-1,285.25"
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,34289625,4.61
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CAREPOINT PRACTICE,34289571,9.21
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,34289607,16.12
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,34289629,16.12
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,34289583,20.73
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,YEADING COURT SURGERY,34289625,20.9
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WALLASEY MEDICAL CENTRE,34289629,20.92
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,34289623,27.63
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,34289594,43.76
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,34289597,46.06
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KINGSWAY SURGERY,34289597,46.6
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,34289631,48.36
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,34311296,55.27
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,34289564,57.57
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,34289588,59.88
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,34171357,78.36
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,34289592,99.03
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,34289586,99.04
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,34289611,108.25
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,34171345,108.99
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,34289617,147.39
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,"CENTRE
DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH",34289577,147.4
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SHAKESPEARE MEDICAL CENTRE,34289631,150.35
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HAYES MEDICAL CENTRE,34289594,150.79
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,34289575,158.91
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,34289581,163.52
Department of Health,NHS Hillingdon CCG,31/10/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,34229375,172
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,34311295,175.03
Department of Health,NHS Hillingdon CCG,31/10/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,34311292,212.84
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PINE MEDICAL CENTRE,34289611,215.44
Department of Health,NHS Hillingdon CCG,31/10/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,34289564,215.49
Department of Health,NHS Hillingdon CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,UXBRIDGE HEALTH CENTRE,34289617,226
