Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hillingdon CCG,31-Jul-20,Clinical&Medical-Commercial Sector,NCAS/OATS,OX IT SOLUTIONS LTD,33213549,"-188,940.00"
Department of Health,NHS Hillingdon CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,33295611,"-127,946.42"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,33230835,"-29,437.19"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,33230834,"-29,403.05"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33230819,"-13,721.28"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33230822,"-12,881.52"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,33230804,"-11,839.95"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,33230804,"-9,508.76"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,33247136,"-9,273.96"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,33247135,"-8,196.48"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,33247141,"-7,765.20"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,33247141,"-6,750.00"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,33230801,"-6,281.04"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,33247136,"-6,207.35"
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,33247140,"-5,586.67"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33230822,"-4,430.27"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,33247136,"-4,112.51"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,33247141,"-3,618.97"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,33230804,"-3,421.66"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33230822,"-3,220.38"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,33247136,"-2,272.53"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,33247141,"-2,254.17"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,33247141,"-1,125.00"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,33247141,"-1,050.00"
Department of Health,NHS Hillingdon CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33230822,-917.58
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ACREFIELD SURGERY,33247130,1.91
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,33230837,2.3
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ACREFIELD SURGERY,33247131,2.3
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CAREPOINT PRACTICE,33247133,4.61
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,33247140,6.91
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,YEADING COURT SURGERY,33230836,11.23
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KINGSWAY SURGERY,33247139,13.48
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,33247138,13.82
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,33247148,18.42
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,33230807,20.73
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,33247130,25.33
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,33247139,25.33
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,33230836,27.64
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,33230816,32.24
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,33247142,41.46
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WALLASEY MEDICAL CENTRE,33247147,47.17
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33230823,48.36
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,33230827,57.58
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,33230809,71.39
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MEDICAL CENTRE BRUNEL UNIVERSITY,33230811,73.54
Department of Health,NHS Hillingdon CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,33247134,73.7
