Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hillingdon CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HESA MEDICAL CENTRE,34516264,"-132,722.82"
Department of Health,NHS Hillingdon CCG,30/11/2020,PREPYMT OVERSEAS NON EEA PATIENTS,BALANCE SHEET,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34576893,"-62,317.00"
Department of Health,NHS Hillingdon CCG,30/11/2020,PREPYMT OVERSEAS NON EEA PATIENTS,BALANCE SHEET,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34576916,"-28,599.34"
Department of Health,NHS Hillingdon CCG,30/11/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,34662404,"-16,215.20"
Department of Health,NHS Hillingdon CCG,30/11/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,34662404,"-16,081.01"
Department of Health,NHS Hillingdon CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CEDAR BROOK PRACTICE,34540737,"-12,881.74"
Department of Health,NHS Hillingdon CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,CEDAR BROOK PRACTICE,34540737,"-11,792.26"
Department of Health,NHS Hillingdon CCG,30/11/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,34662404,"-1,643.34"
Department of Health,NHS Hillingdon CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,34662404,"-1,629.74"
Department of Health,NHS Hillingdon CCG,30/11/2020,Statutory Adoption Pay < 1 yr,BALANCE SHEET,HMRC,34591593,"-1,370.12"
Department of Health,NHS Hillingdon CCG,30/11/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CEDAR BROOK PRACTICE,34540737,-981
Department of Health,NHS Hillingdon CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HESA MEDICAL CENTRE,34516264,-844.14
Department of Health,NHS Hillingdon CCG,30/11/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,34662404,-806.11
Department of Health,NHS Hillingdon CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,CEDAR BROOK PRACTICE,34540737,-569.21
Department of Health,NHS Hillingdon CCG,30/11/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34591593,-556.4
Department of Health,NHS Hillingdon CCG,30/11/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,34591593,-15
Department of Health,NHS Hillingdon CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,34662394,41.46
