Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hillingdon CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32594929,"-12,518,859.75"
Department of Health,NHS Hillingdon CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32822528,"-966,963.00"
Department of Health,NHS Hillingdon CCG,30-Jun-20,Hlthcre-Foundation Trsts,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32809520,"-492,820.03"
Department of Health,NHS Hillingdon CCG,30-Jun-20,Clinical&Medical-Commercial Sector,PRIMARY CARE DEVELOPMENT,CONFEDERATION HILLINGDON CIC,32863271,"-436,126.85"
Department of Health,NHS Hillingdon CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,GENERAL RESERVE - PROGRAMME,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,32579976,"-263,387.72"
Department of Health,NHS Hillingdon CCG,30-Jun-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HESA MEDICAL CENTRE,32822539,"-261,390.94"
Department of Health,NHS Hillingdon CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,FRIMLEY HEALTH NHS FOUNDATION TRUST,32695098,"-205,192.48"
Department of Health,NHS Hillingdon CCG,30-Jun-20,Hcare Srv Rec NHS Trust-Over/ Under Performance,GENERAL RESERVE - PROGRAMME,BARTS HEALTH NHS TRUST,32695072,"-193,896.00"
Department of Health,NHS Hillingdon CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32678638,"-179,196.00"
Department of Health,NHS Hillingdon CCG,30-Jun-20,Clinical&Medical-Commercial Sector,PRIMARY CARE INVESTMENTS,CONFEDERATION HILLINGDON CIC,32829104,"-177,045.37"
