Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS South West London CCG,28/02/2021,Cont Care- Children,CHILDREN'S CONTINUING CARE PERSONAL HEALTH BUDGETS,36L AARIAH TAYLOR,35770137,"44,655.48"
Department of Health,NHS South West London CCG,28/02/2021,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,92 HIGHER DRIVE LTD,35713435,"28,104.82"
Department of Health,NHS South West London CCG,28/02/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,35766156,"40,937.38"
Department of Health,NHS South West London CCG,28/02/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,35766156,"7,997.32"
Department of Health,NHS South West London CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,35766156,"1,594.04"
Department of Health,NHS South West London CCG,28/02/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,35766156,"3,650.00"
Department of Health,NHS South West London CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,35766156,"3,108.05"
Department of Health,NHS South West London CCG,28/02/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,35766156,73.25
Department of Health,NHS South West London CCG,28/02/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,A F FROLEY,35766156,47.64
Department of Health,NHS South West London CCG,28/02/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,A HAFEEZ,35590107,"31,697.97"
Department of Health,NHS South West London CCG,28/02/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,A HAFEEZ,35590107,"6,639.34"
Department of Health,NHS South West London CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,A HAFEEZ,35590107,"1,216.98"
Department of Health,NHS South West London CCG,28/02/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,A HAFEEZ,35590107,"1,883.33"
Department of Health,NHS South West London CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,A HAFEEZ,35590107,"3,023.11"
Department of Health,NHS South West London CCG,28/02/2021,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,ACHIEVING FOR CHILDREN LTD,35481768,"62,500.00"
Department of Health,NHS South West London CCG,28/02/2021,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,ACHIEVING FOR CHILDREN LTD,35481786,"62,500.00"
Department of Health,NHS South West London CCG,28/02/2021,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,ACHIEVING FOR CHILDREN LTD,35481797,"62,500.00"
Department of Health,NHS South West London CCG,28/02/2021,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,ACHIEVING FOR CHILDREN LTD,35481828,"62,500.00"
Department of Health,NHS South West London CCG,28/02/2021,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,ACHIEVING FOR CHILDREN LTD,35481843,"62,500.00"
