Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
NHS,King's College Hospital NHS Foundation Trust,18-Sep-20,Surgery  and  Critical Care Management,Surgery  and  Critical Care Management,18 Week Support Llp,1004371,"36,909.00"
NHS,King's College Hospital NHS Foundation Trust,12-Nov-20,Net Pay-247Time,Net Pay-247Time,247 TIME    ,Chaps,"288,633.17"
NHS,King's College Hospital NHS Foundation Trust,15-Oct-20,Drugs,Drugs,AAH PHARMACEUTICALS LIMITED,19768936L,"29,296.62"
NHS,King's College Hospital NHS Foundation Trust,15-Oct-20,Drugs,Drugs,AAH PHARMACEUTICALS LIMITED,19769353K,"35,155.94"
NHS,King's College Hospital NHS Foundation Trust,06-Nov-20,Drugs,Drugs,AAH PHARMACEUTICALS LIMITED,Chaps,"199,027.73"
NHS,King's College Hospital NHS Foundation Trust,12-Oct-20,Drugs,Drugs,Alexion Pharma Uk Ltd,90958510,"68,040.00"
NHS,King's College Hospital NHS Foundation Trust,16-Sep-20,External Contract staffing and Consultan,Radiology Department,Alliance Medical Ltd,AML-160076,"42,534.00"
NHS,King's College Hospital NHS Foundation Trust,15-Oct-20,External Contract staffing and Consultan,Radiology Department,Alliance Medical Ltd,AML-162334,"45,369.60"
NHS,King's College Hospital NHS Foundation Trust,25-Oct-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-25102020fri,"111,219.03"
NHS,King's College Hospital NHS Foundation Trust,04-Oct-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-04102020,"140,248.00"
NHS,King's College Hospital NHS Foundation Trust,01-Nov-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-01112020Fri,"89,966.22"
NHS,King's College Hospital NHS Foundation Trust,01-Nov-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-01112020,"149,019.93"
NHS,King's College Hospital NHS Foundation Trust,08-Nov-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-08112020,"192,358.78"
NHS,King's College Hospital NHS Foundation Trust,08-Nov-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-08112020Fri,"101,315.06"
NHS,King's College Hospital NHS Foundation Trust,15-Nov-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-15112020A,"140,668.58"
NHS,King's College Hospital NHS Foundation Trust,15-Nov-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-15112020Fri,"112,585.14"
NHS,King's College Hospital NHS Foundation Trust,22-Nov-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-22112020,"147,840.08"
NHS,King's College Hospital NHS Foundation Trust,22-Nov-20,Net Pay-247Time,Net Pay-247Time,Allocate Software Ltd,KCH-22112020fri,"99,080.44"
NHS,King's College Hospital NHS Foundation Trust,23-Sep-20,Stock,Pharmacy Stock,Alloga Uk Ltd,SIN202995023,"27,000.00"
NHS,King's College Hospital NHS Foundation Trust,19-Oct-20,Stock,Pharmacy Stock,Alloga Uk Ltd,SIN103015249,"27,000.00"
NHS,King's College Hospital NHS Foundation Trust,15-Sep-20,Stock,Pharmacy Stock,Alloga Uk Ltd,SIN102988537,"36,000.00"
NHS,King's College Hospital NHS Foundation Trust,15-Sep-20,Stock,Pharmacy Stock,Alloga Uk Ltd,SIN102988536A,"41,091.60"
NHS,King's College Hospital NHS Foundation Trust,21-Oct-20,Assets Under Construction,Fixed Asset,Artic Building Services Ltd,63251,"26,636.28"
NHS,King's College Hospital NHS Foundation Trust,13-Oct-20,Additions - Assets Under Construction,Fixed Asset,Ayerst Environmental Ltd,36474,"103,700.04"
NHS,King's College Hospital NHS Foundation Trust,13-Aug-20,Stock,Pharmacy Stock,Bayer Plc,824C295914,"36,498.24"
NHS,King's College Hospital NHS Foundation Trust,20-Jul-20,Facilities Estates or Maintenance,Facilities Estates or Maintenance,Bespoke Detection Services Ltd,15531,"46,500.00"
NHS,King's College Hospital NHS Foundation Trust,08-Oct-20,Telephone Rental and Call Charges,ICT   PRUH Infrastructure and Operations,British Telecommunications Plc,Q090N4,"26,968.83"
NHS,King's College Hospital NHS Foundation Trust,23-Sep-20,Contract : Refuse And Clinical Waste,Waste Services,Bywaters,P149425,"47,175.82"
NHS,King's College Hospital NHS Foundation Trust,09-Oct-20,Advertising and Staff Recruitment,Corporate Human Resources,Capita Business Services Ltd,6004012127,"255,406.61"
NHS,King's College Hospital NHS Foundation Trust,09-Oct-20,Advertising and Staff Recruitment,Corporate Human Resources,Capita Business Services Ltd,6004012129,"43,622.74"
NHS,King's College Hospital NHS Foundation Trust,30-Sep-20,Additions - Assets Under Construction,Critical Care Unit (D12),Capita Property And Infrastructure Ltd,6017129458,"27,555.32"
NHS,King's College Hospital NHS Foundation Trust,15-Sep-20,Additions - Assets Under Construction,Critical Care Unit (D12),Capita Property And Infrastructure Ltd,6017129039,"41,841.44"
NHS,King's College Hospital NHS Foundation Trust,16-Oct-20,Additions - Assets Under Construction,Critical Care Unit (D12),Capita Property And Infrastructure Ltd,6017129767,"83,682.89"
NHS,King's College Hospital NHS Foundation Trust,16-Oct-20,Additions - Assets Under Construction,Critical Care Unit (D12),Capita Property And Infrastructure Ltd,6017129768,"26,005.25"
NHS,King's College Hospital NHS Foundation Trust,21-Oct-20,Additions - Assets Under Construction,Critical Care Unit (D12),Capita Property And Infrastructure Ltd,6017129839,"41,841.44"
NHS,King's College Hospital NHS Foundation Trust,30-Oct-20,Additions - Assets Under Construction,Critical Care Unit (D12),Capita Property And Infrastructure Ltd,6017130298,"26,005.25"
NHS,King's College Hospital NHS Foundation Trust,30-Oct-20,Additions - Assets Under Construction,Critical Care Unit (D12),Capita Property And Infrastructure Ltd,6017130297,"83,682.89"
NHS,King's College Hospital NHS Foundation Trust,26-Nov-20,Recruitment,Recruitment,CAXTON FX LTD,Chaps,"28,310.00"
NHS,King's College Hospital NHS Foundation Trust,31-Oct-20,Additions - Assets Under Construction,Critical Care Unit (B50),Checkmate Fire Solutions Ltd,7357/7761,"35,003.04"
NHS,King's College Hospital NHS Foundation Trust,15-Oct-20,Building  Contracts,Accomodation,Clarion Housing Association Limited,FTI100001037a,"29,713.63"
NHS,King's College Hospital NHS Foundation Trust,09-Oct-20,Gas,Energy  and  Utilities Denmark Hill,Corona Energy Retail 2 Ltd,15587663,"166,209.22"
NHS,King's College Hospital NHS Foundation Trust,19-Oct-20,Drugs,Stock,Csl Behring Uk Ltd,994028958,"84,000.00"
NHS,King's College Hospital NHS Foundation Trust,28-Aug-20,Med Surg Eqpt General,Nuclear Medicine,Curium Pharma UK Ltd,RI10073814,"35,058.00"
NHS,King's College Hospital NHS Foundation Trust,25-Sep-20,Med Surg Eqpt General,Nuclear Medicine,Curium Pharma UK Ltd,RI10074885,"29,766.00"
NHS,King's College Hospital NHS Foundation Trust,30-Jul-20,Healthcare From Commercial Sector,Thamesmead Dialysis Unit,Diaverum Uk Ltd,154505,"64,804.39"
NHS,King's College Hospital NHS Foundation Trust,30-Aug-20,Healthcare From Commercial Sector,Thamesmead Dialysis Unit,Diaverum Uk Ltd,154543,"62,380.89"
NHS,King's College Hospital NHS Foundation Trust,30-Sep-20,Healthcare From Commercial Sector,Thamesmead Dialysis Unit,Diaverum Uk Ltd,154572,"62,817.12"
NHS,King's College Hospital NHS Foundation Trust,08-Sep-20,Healthcare From Commercial Sector,Thamesmead Dialysis Unit,Diaverum Uk Ltd,154582,"27,859.29"
NHS,King's College Hospital NHS Foundation Trust,02-Oct-20,Electricity,PFI Service Payments,Edf Energy,8474707,"69,645.26"
NHS,King's College Hospital NHS Foundation Trust,02-Oct-20,Electricity,Energy  and  Utilities Denmark Hill,Edf Energy,8476710,"37,160.74"
NHS,King's College Hospital NHS Foundation Trust,02-Oct-20,Electricity,Dental Energy  and  Utilities,Edf Energy,8466154,"32,481.65"
NHS,King's College Hospital NHS Foundation Trust,03-Nov-20,Electricity,Orpington Energy,Edf Energy,8650944,"25,656.50"
NHS,King's College Hospital NHS Foundation Trust,03-Nov-20,Electricity,PFI Service Payments,Edf Energy,8648419,"64,976.65"
NHS,King's College Hospital NHS Foundation Trust,03-Nov-20,Electricity,Energy  and  Utilities Denmark Hill,Edf Energy,8650469,"46,718.08"
NHS,King's College Hospital NHS Foundation Trust,30-Sep-20,Packing and Storage,Patient Records DH,Edm Group Ltd,SI323324,"38,316.72"
NHS,King's College Hospital NHS Foundation Trust,31-Oct-20,Packing and Storage,Patient Records DH,Edm Group Ltd,SI324569,"39,664.38"
