Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Services Received -,Employee Health Management,OHWORKS LTD,36118566,"34,686.25"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"NHSTs
Surg Instruments","Service
Hackney Diabetic Service",MEDTRONIC LTD,36592486,"-46,950.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"General
Surg Instruments",Hackney Diabetic Service,MEDTRONIC LTD,36592486,"-9,390.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"General
Services Received -",Virology,BARTS HEALTH NHS TRUST,36773328,"28,397.51"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"NHSTs
Gas",Homerton Energy,CORONA ENERGY RETAIL 4 LTD,36777308,"5,113.04"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Gas,Homerton Energy,CORONA ENERGY RETAIL 4 LTD,36777308,"30,577.86"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Computer Maintenance,It Client Support,INTOUCH WITH HEALTH LTD,36789828,"2,300.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Computer Maintenance,It Client Support,INTOUCH WITH HEALTH LTD,36789828,"15,136.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Computer Maintenance,It Client Support,INTOUCH WITH HEALTH LTD,36789828,"4,000.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Computer Maintenance,It Client Support,INTOUCH WITH HEALTH LTD,36789828,"4,287.20"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Postage & Carriage,Post Homerton,XEROX (UK) LTD,36792458,"30,506.91"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Computer Maintenance,It Client Support,TRUSTMARQUE SOLUTIONS LTD,36792470,"29,879.92"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Computer Maintenance,It Client Support,TRUSTMARQUE SOLUTIONS LTD,36792470,"5,975.98"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Minor Works,Homerton Central Engineer,OBEN PROPERTY SERVICES LTD,36792477,"40,778.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Services Received -,Histopathology,BARTS HEALTH NHS TRUST,36816969,"182,938.94"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"NHSTs
FP10S",Outpatients,NHS BUSINESS SERVICES AUTHORITY,36821644,"28,858.20"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Services Received -,Neurophysiology,UNIVERSITY COLLEGE LONDON HOSPITALS,36821803,"47,962.95"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"NHSTs
NonNHS Trade Pybls",Balance Sheet,"NHS FOUNDATION TRUST
SUPPLY CHAIN COORDINATION LIMITED",36833082,"71,969.70"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Curr
Independent Sector",Ct Scanner,TELEMEDICINE CLINIC LTD,36835336,"32,321.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Hospital Car Services,New Transport,ERS TRANSITION LTD,36835340,"134,757.57"
,,,,,,,
Department of Health,Homerton University Hospital NHS FT,1/31/2021,AUC Additions,Balance Sheet,ADT FIRE & SECURITY PLC,36846950,"49,764.49"
,,,,,,,
Department of Health,Homerton University Hospital NHS FT,1/31/2021,AUC Additions,Balance Sheet,ADT FIRE & SECURITY PLC,36846951,"40,235.51"
,,,,,,,
Department of Health,Homerton University Hospital NHS FT,1/31/2021,NonNHS Trade Pybls,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36847807,"100,509.12"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Curr
Other Transport Costs",Pathology,CITYSPRINT (UK) LTD,36850010,"21,374.88"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Computer,Primary Care Psychology,UNIVERSITY OF YORK,36870648,"25,301.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Software/License
Computer",Primary Care Psychology,UNIVERSITY OF YORK,36870648,"5,060.20"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Software/License
Income tax - Current",Balance Sheet,INLAND REVENUE CIS,36877393,"2,417,454.78"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,National Insurance -,Balance Sheet,INLAND REVENUE CIS,36877393,"2,856,687.38"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Curr
Shared Parental Leave",Balance Sheet,INLAND REVENUE CIS,36877393,-556.4
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Stat Adoption Pay - Curr,Balance Sheet,INLAND REVENUE CIS,36877393,"-2,041.06"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Statutory Mat Pay - Curr,Balance Sheet,INLAND REVENUE CIS,36877393,"-85,020.10"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Electricity,Homerton Energy,EDF ENERGY CUSTOMERS PLC,36878137,"-9,728.04"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Electricity,Homerton Energy,EDF ENERGY CUSTOMERS PLC,36878137,"-58,213.45"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Bldg/Eng Equip Maint,Slg-Retinal Screening,NHS PROPERTY SERVICES LTD,36881977,"3,488.57"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Cont
Service Charge",Slg-Retinal Screening,NHS PROPERTY SERVICES LTD,36881977,"28,951.56"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Bldg/Eng Equip Maint,Slg-Retinal Screening,NHS PROPERTY SERVICES LTD,36881981,434.75
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Cont
Lease Rents",St. Leonards - Estates,NHS PROPERTY SERVICES LTD,36881981,"48,702.00"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Lease Rents,St. Leonards - Estates,NHS PROPERTY SERVICES LTD,36881982,"132,999.08"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Bldg/Eng Equip Maint,John Scott Health Centre - Estates,NHS PROPERTY SERVICES LTD,36881983,243.83
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Cont
Lease Rents",John Scott Health Centre - Estates,NHS PROPERTY SERVICES LTD,36881983,"28,300.01"
,,,,,,,
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Service Charge,John Scott Health Centre - Estates,NHS PROPERTY SERVICES LTD,36881983,"4,876.55"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Service Charge,Louis Freedman Centre - Estates,NHS PROPERTY SERVICES LTD,36881989,"47,069.02"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Lease Rents,Louis Freedman Centre - Estates,NHS PROPERTY SERVICES LTD,36882003,"43,676.50"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Bldg/Eng Equip Maint,John Scott Health Centre - Estates,NHS PROPERTY SERVICES LTD,36882008,"11,991.61"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Cont
Service Charge",John Scott Health Centre - Estates,NHS PROPERTY SERVICES LTD,36882008,"29,401.50"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Bldg/Eng Equip Maint,Lower Clapton - Estates,NHS PROPERTY SERVICES LTD,36882010,"7,573.44"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,"Cont
Service Charge",Lower Clapton - Estates,NHS PROPERTY SERVICES LTD,36882010,"17,713.62"
Department of Health,Homerton University Hospital NHS FT,1/31/2021,Lease Rents,Hackney Ark - Estates,COMMUNITY HEALTH PARTNERSHIPS LTD,36882020,"18,284.62"
