Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,amount
Department of Health,Homerton University Hospital NHS FT,4/30/2020,Vaccines,COVID-19,SOLAREX (GB) LTD,33885573,"25,500.00"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,Gas,Homerton Energy,CORONA ENERGY RETAIL 4 LTD,33885864,"42,227.76"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,Bldg/Eng Equip Maint Cont,Slg-Retinal Screening,NHS PROPERTY SERVICES LTD,33901195,443.76
Department of Health,Homerton University Hospital NHS FT,4/30/2020,Lease Rents,Slg-Retinal Screening,NHS PROPERTY SERVICES LTD,33901195,"48,702.00"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,Service Charge,Slg-Retinal Screening,NHS PROPERTY SERVICES LTD,33901195,"8,875.13"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,Med & Surg Equip Repair,Main Theatres Scrub,SUPPLY CHAIN COORDINATION LIMITED,33902009,"43,750.00"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,AUC Additions,Balance Sheet,OLYMPUS KEYMED,33902484,"39,821.48"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,NonNHS Trade Pybls Curr,Balance Sheet,BUNZL HEALTHCARE,33905656,"28,789.30"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,Postage & Carriage,Chs Estates Sla,XEROX (UK) LTD,33913402,"5,712.41"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,33925096,"74,406.04"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,33925100,"69,605.26"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,33925149,"73,049.01"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,NonNHS Trade Pybls Curr,Balance Sheet,BUNZL HEALTHCARE,33925151,"28,322.90"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,33925240,"83,269.76"
Department of Health,Homerton University Hospital NHS FT,4/30/2020,Computer Software/License,Clinical Information Systems,SERVELEC HEALTHCARE LTD,33930930,"88,689.30"
