Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,amount
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,A MOGHAL,31794888,"88,664.31"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,ABBEY MEDICAL CENTRE,31794911,"53,877.19"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AHMAD & MONTEIRO,31944244,"49,315.34"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32038346,"55,278.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,31876624,"9,038,600.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,31732052,"9,038,600.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,31798874,"9,038,600.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Clinical&Medical-Clinical Other,COMMUNITY SERVICES,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,31734737,"75,000.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Clinical&Medical-Clinical Other,COMMUNITY SERVICES,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,32139705,"-75,000.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,32055686,"9,038,600.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31876625,"2,127,900.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31732054,"2,127,900.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31798882,"2,127,900.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,32055687,"2,127,900.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BK JAISWAL,31944245,"60,002.04"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,C OLA,31944246,"33,546.74"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CHIBBER & GUPTA,31944248,"37,865.27"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,CHOSEN CARE GROUP LTD,31893025,"36,051.58"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,COMMUNITAS CLINICS LTD,32038349,"31,373.33"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CONCORDIA AMBULATORY CARE SERVICES LTD,32038356,"37,127.18"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CONCORDIA HEALTH LTD DAGENHAM,31794890,"154,286.27"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,DMC HEALTHCARE LTD,31958959,"30,572.62"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR BK SHARMA & DR K RAI,31944251,"50,108.35"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR K KASHYAP & PARTNERS,31944253,"46,128.17"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR LAWRENCE & PARTNERS,31944259,"67,036.41"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR M FATEH,31944257,"53,360.46"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR N BILA,31944261,"40,250.37"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR TOLIA & PARTNERS,31811575,"101,541.72"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DRS ALKAISY & ISLAM,31944263,"60,963.05"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,EGTON MEDICAL INFORMATION SYSTEMS LTD,31707974,"351,036.29"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,31988158,"79,560.82"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,31988163,"50,908.74"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,EGTON MEDICAL INFORMATION SYSTEMS LTD,31753666,"90,899.16"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,FIRETEXT COMMUNICATIONS LTD,32110788,"55,059.52"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,FIRETEXT COMMUNICATIONS LTD,32074083,"35,309.10"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,FIVE ELMS MEDICAL PRACTICE,31944265,"35,086.56"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,GABLES SURGERY,31944282,"57,133.86"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,31876627,"35,100.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,31732056,"35,100.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,31798890,"35,100.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,32055689,"35,100.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,GREEN LANE SURGERY,31794893,"31,551.70"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,31876628,"165,700.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,31732057,"165,700.00"
Department of Health,NHS Barking And Dagenham CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,31798895,"165,700.00"
