Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,amount
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,A MOGHAL,32285962,"60,733.94"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,ABBEY MEDICAL CENTRE,32285978,"93,905.55"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AHMAD & MONTEIRO,32402664,"50,109.84"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32374061,"55,278.00"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,32293305,"9,038,600.00"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,32340343,"172,959.00"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,32321066,"-415,102.00"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,32293346,"2,127,900.00"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Clinical&Medical-Serv Recd-NHS Trst,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,32410908,"224,397.00"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Clinical&Medical-Serv Recd-NHS Trst,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,32410915,"-224,397.00"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BK JAISWAL,32402666,"45,576.49"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,C OLA,32402668,"33,592.96"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CARE UK CLINICAL SERVICES LTD,32221304,"-100,296.23"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CHIBBER & GUPTA,32402670,"36,298.61"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,CHOSEN CARE GROUP LTD,32303728,"36,774.00"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CONCORDIA HEALTH LTD DAGENHAM,32285963,"-171,963.96"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CONCORDIA HEALTH LTD DAGENHAM,32285964,"350,999.03"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR BK SHARMA & DR K RAI,32402672,"50,945.62"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR K KASHYAP & PARTNERS,32402674,"60,885.97"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR LAWRENCE & PARTNERS,32402680,"67,757.43"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR M FATEH,32402678,"53,605.18"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR N BILA,32402682,"40,984.48"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR TOLIA & PARTNERS,32312383,"130,041.72"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DRS ALKAISY & ISLAM,32402684,"62,202.18"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,EAST LONDON NHS FOUNDATION TRUST,32410857,"35,479.95"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,EGTON MEDICAL INFORMATION SYSTEMS LTD,32529994,"351,036.29"
Department of Health,NHS Barking And Dagenham CCG,31/05/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,FIVE ELMS MEDICAL PRACTICE,32402685,"35,689.41"
