Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,amount
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,35138782,"30,396.75"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,Clinical&Medical- Non NHS LES,COMMISSIONING SCHEMES,OMNES HEALTHCARE LTD,35159240,"49,992.20"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,Clinical&Medical- Non NHS LES,COMMISSIONING SCHEMES,OMNES HEALTHCARE LTD,35159240,"52,383.05"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,LONDON BOROUGH OF BARKING & DAGENHAM,35161318,"60,000.00"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,35164685,"33,198.31"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,35164685,"6,639.64"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,Recharge : Received,PROGRAMME PROJECTS,NHS REDBRIDGE CCG,35193891,"88,742.62"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,Basic Sal-Rechgs to-from Other NHS,NON RECURRENT PROGRAMMES,NHS TOWER HAMLETS CCG,35193893,"48,892.00"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,A MOGHAL,35235396,"2,908.72"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,A MOGHAL,35235396,"50,186.20"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS LES Extended Hours,LOCAL ENHANCED SERVICES,A MOGHAL,35235396,"2,326.70"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,A MOGHAL,35235396,961.3
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,A MOGHAL,35235396,"4,146.56"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,GREEN LANE SURGERY,35235398,981.38
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GREEN LANE SURGERY,35235398,"25,198.05"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS LES Extended Hours,LOCAL ENHANCED SERVICES,GREEN LANE SURGERY,35235398,"1,203.86"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GREEN LANE SURGERY,35235398,495.77
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GREEN LANE SURGERY,35235398,"3,175.00"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GREEN LANE SURGERY,35235398,"1,790.32"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,TULASI MEDICAL CENTRE,35235405,"148,564.49"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS LES Extended Hours,LOCAL ENHANCED SERVICES,TULASI MEDICAL CENTRE,35235405,"7,046.44"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TULASI MEDICAL CENTRE,35235405,"2,881.28"
Department of Health,NHS Barking And Dagenham CCG,1/31/2021,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,TULASI MEDICAL CENTRE,35235405,"2,503.20"
