Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Ealing CCG,31/10/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,FRESENIUS KABI LTD,34074839,"31,808.08"
Department of Health,NHS Ealing CCG,31/10/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,ECONSULT HEALTH LTD,34096019,"151,206.72"
Department of Health,NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106354,"405,890.00"
Department of Health,NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106355,"405,890.00"
Department of Health,NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106356,"427,626.85"
Department of Health,NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106357,"112,984.98"
Department of Health,NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106358,"-751,115.16"
Department of Health,NHS Ealing CCG,31/10/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,GENERAL RESERVE - PROGRAMME,COMMUNITY HEALTH PARTNERSHIPS LTD,34106359,"-304,680.15"
Department of Health,NHS Ealing CCG,31/10/2020,Clinical&Medical-Commercial Sector,URGENT CARE,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,34106361,"357,369.58"
Department of Health,NHS Ealing CCG,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,ACCOMPLISH GROUP,34131516,"38,040.00"
Department of Health,NHS Ealing CCG,31/10/2020,Recharge : Received,COMMISSIONING - NON ACUTE,NHS BRENT CCG,34133650,"103,360.00"
Department of Health,NHS Ealing CCG,31/10/2020,Recharge : Received,EDUCATION AND TRAINING,NHS BRENT CCG,34133650,"259,123.00"
Department of Health,NHS Ealing CCG,31/10/2020,Recharge : Received,PRIMARY CARE IT,NHS BRENT CCG,34133650,"54,552.00"
Department of Health,NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,"34,488.17"
Department of Health,NHS Ealing CCG,31/10/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,"2,345.36"
Department of Health,NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,617.7
Department of Health,NHS Ealing CCG,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,"3,463.33"
Department of Health,NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,OLDFIELD FAMILY PRACTICE,34134111,"1,621.75"
