Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,CONNECT HEALTH LTD,33718227,"-63,853.68"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,GRACEFUL CARE LTD,33732904,"98,534.47"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,33732905,"27,400.68"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,CONNECT HEALTH LTD,33743496,"190,042.50"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,MY SUPPORT MONEY,33753240,"27,001.44"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,33753513,"54,938.75"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Basic Sal-Rechgs to-from Other NHS,ADMINISTRATION & BUSINESS SUPPORT,NHS BRENT CCG,33765781,"120,951.00"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Basic Sal-Rechgs to-from Other NHS,PRIMARY CARE IT,NHS BRENT CCG,33765781,"27,186.00"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Basic Sal-Rechgs to-from Other NHS,PROGRAMME PROJECTS,NHS BRENT CCG,33765781,"54,672.00"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,HCA INTERNATIONAL LTD,33787933,"60,916.00"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,Basic Sal-Rechgs to-from Other NHS,EXCEPTIONS & PRIOR APPROVALS,NHS CENTRAL LONDON (WESTMINSTER) CCG,33788124,"33,787.74"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,E'ers NHI-Rechgs to-from Other NHS,EXCEPTIONS & PRIOR APPROVALS,NHS CENTRAL LONDON (WESTMINSTER) CCG,33788124,"4,858.68"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,E'ers Pen-Rechgs to-from Other NHS,EXCEPTIONS & PRIOR APPROVALS,NHS CENTRAL LONDON (WESTMINSTER) CCG,33788124,"4,157.63"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,33825446,"69,435.62"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,33825446,"1,089.12"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,C&M-APMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,33825446,"5,021.73"
Department of Health,NHS Hammersmith And Fulham CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,33825446,"3,494.57"
