Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,32007349,"-329,452.00"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,31898226,"-34,943.84"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,31888333,"-31,525.78"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,31898256,"-15,873.09"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,31898226,"-11,885.49"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,31898226,"-11,142.81"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,31898254,"-10,353.60"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,31898256,"-9,720.00"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,31898256,"-9,720.00"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,31898256,"-4,869.55"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,31898226,-680
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,31914000,26.67
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,31898268,33.84
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,31898268,39.94
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,31914032,72.42
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR SAMJI & PARTNERS,31914009,87.63
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,31898268,93.11
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SF ARAS & PARTNERS,31914000,99.32
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR J JOLLY,31898239,140.69
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR JI KOPPEL,31898241,173.65
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR D OGALLAGHER,31898234,177.93
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR B MANGWANA & PARTNER,31898230,198.62
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SAMJI & PARTNERS,31914009,198.63
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR GC LAWLEY,31898236,219.32
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR GS UPPAL & PARTNER,31914040,225.52
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,31898227,264.83
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BROOK GREEN MEDICAL CENTRE,31898227,428.03
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHEPHERDS BUSH MEDICAL CENTRE,31914027,504.64
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S DASGUPTA,31898245,506.6
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR LAURENCE SLATER,31914027,555.17
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,LILLIE ROAD PRACTICE,31914018,595.87
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR LAURENCE SLATER,31914032,612.29
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR C ELLIOTT,31898232,641.18
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR B MANGWANA & PARTNER,31898230,679.18
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,31898260,732.43
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR K WINAYAK,31898243,742.65
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR D OGALLAGHER,31898234,771.75
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LILYVILLE SURGERY,31898263,776.81
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR RK KUKAR,31898247,785.22
Department of Health,NHS Hammersmith And Fulham CCG,,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR J JOLLY,,797.66
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SF ARAS & PARTNERS,31913997,884.26
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR J JOLLY,31898236,916.87
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FULHAM MEDICAL CENTRE,31898254,927.32
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARKVIEW PRACTICE,31898263,"1,034.24"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR GS UPPAL & PARTNER,31914040,"1,080.77"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR GC LAWLEY,31898234,"1,142.43"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR J HARROP-GRIFFITHS & PTRS,31913997,"1,194.59"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,31898268,"1,198.10"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,31898268,"1,230.72"
Department of Health,NHS Hammersmith And Fulham CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LILYVILLE SURGERY,31898268,"1,293.84"
