Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,GENERAL RESERVE - PROGRAMME,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33015334,"-1,091,669.03"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33390501,"-145,294.91"
Department of Health,NHS Hammersmith And Fulham CCG,,legal fees,GENERAL RESERVE - PROGRAMME,LONDON AMBULANCE SERVICE NHS TRUST,,"-55,385.50"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,BUSH DRS,33197247,"-44,682.82"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,Cont Care-NHSFT-Adult LD (<65),ADULT JOINT FUNDED CONTINUING CARE,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,33153630,"-39,130.51"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,Basic Sal-Rechgs to-from Other NHS,GENERAL RESERVE - ADMIN,NHS BRENT CCG,33390505,"-24,106.00"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PARKVIEW PRACTICE,33194132,"-18,716.87"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,33069931,"-17,011.81"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PARKVIEW PRACTICE,33194133,"-15,681.41"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,33069931,"-15,349.30"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,C&M-GMS PCO Locum Prol Study Leave,PRC DELEGATED CO-COMMISSIONING,DR JI KOPPEL,33206018,"-8,895.56"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PARKVIEW PRACTICE,33194133,"-8,048.93"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR JI KOPPEL,33206021,"-7,034.22"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR JI KOPPEL,33206021,"-5,812.58"
Department of Health,NHS Hammersmith And Fulham CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PARKVIEW PRACTICE,33194133,"-4,266.63"
