Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,DR JEFFERIES & PARTNERS,34449241,"50,551.49"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,MY SUPPORT MONEY,34460870,"40,502.16"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,34460881,"29,698.62"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,34460888,"27,400.68"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,CONNECT HEALTH LTD,34488402,"190,042.50"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care-Learning Disab(<65),ADULT JOINT FUNDED CONTINUING CARE,SEQUENCE CARE LTD,34488446,"25,641.00"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,MY LIFE CHOICE LTD,34488463,"27,224.00"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,GRACEFUL CARE LTD,34488478,"60,474.70"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,BRIGHTERKIND,34492582,"25,928.57"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,STAFF MANAGEMENT LTD T/AS ACTIVE ASSISTANCE,34492673,"29,075.52"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,GENERAL RESERVE - PROGRAMME,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,34508291,"-146,132.00"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34513872,"-69,435.62"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34513872,"-5,841.62"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34513872,-444.52
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513875,"-1,014.34"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513875,-135.88
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513875,"-2,691.68"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513875,"-11,083.25"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513875,"-15,598.23"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513876,"5,332.09"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513876,"129,037.63"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513876,"30,895.92"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513876,"2,520.37"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513876,"3,646.81"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513876,"4,788.00"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NORTH END MEDICAL CENTRE,34513876,"9,613.24"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CANBERRA OLD OAK SURGERY,34517263,"-67,332.63"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,CANBERRA OLD OAK SURGERY,34517263,"-5,802.24"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,CANBERRA OLD OAK SURGERY,34517263,-395.65
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CANBERRA OLD OAK SURGERY,34517264,"137,467.40"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,CANBERRA OLD OAK SURGERY,34517264,"2,841.98"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CANBERRA OLD OAK SURGERY,34517264,"1,028.94"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CANBERRA OLD OAK SURGERY,34517264,"3,095.54"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34541943,"138,400.24"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34541943,"2,930.75"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34541943,"1,089.12"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34541943,"46,509.10"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS Prem Other,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34541943,"5,479.92"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34541943,"1,381.58"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CASSIDY MEDICAL CENTRE,34541943,"3,494.57"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Clinical&Medical-Voluntary Sector,COMMISSIONING - NON ACUTE,MARIE STOPES INTERNATIONAL,34547567,"25,900.00"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,34569646,"58,373.96"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Basic Sal-Rechgs to-from Other NHS,ADMINISTRATION & BUSINESS SUPPORT,NHS BRENT CCG,34569652,"120,951.00"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Basic Sal-Rechgs to-from Other NHS,PRIMARY CARE IT,NHS BRENT CCG,34569652,"27,186.00"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Basic Sal-Rechgs to-from Other NHS,PROGRAMME PROJECTS,NHS BRENT CCG,34569652,"54,672.00"
Department of Health,NHS Hammersmith And Fulham CCG,30/11/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,GRACEFUL CARE LTD,34569698,"62,931.68"
