Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,amount
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718333,"-47,997.83"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718430,"-31,503.82"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718435,"-65,645.03"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718442,"-44,598.52"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718463,"-47,792.66"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718492,"-46,541.55"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718520,"122,972.00"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718543,"-57,048.52"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718555,"-30,530.00"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718753,"-52,372.13"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718763,"-64,020.11"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718812,"-32,312.60"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718900,"-53,580.47"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33718943,"-30,776.30"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33719010,"-32,880.01"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33719049,"39,727.37"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33719056,"-53,299.42"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33719122,"-52,310.07"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33719130,"-37,538.49"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,EVOLUTIO CARE INNOVATIONS LTD,33719165,"35,000.00"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Clinical Other,COMMUNITY SERVICES,HAVERING HEALTH LTD,33719186,"34,730.67"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,HAVERING HEALTH LTD,33719186,"43,104.16"
Department of Health,NHS Havering CCG,9/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,POOLOGANATHAN & POOLOGANATHAN,33729507,"15,298.05"
Department of Health,NHS Havering CCG,9/30/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,POOLOGANATHAN & POOLOGANATHAN,33729507,"3,071.69"
Department of Health,NHS Havering CCG,9/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,POOLOGANATHAN & POOLOGANATHAN,33729507,"2,929.33"
Department of Health,NHS Havering CCG,9/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,POOLOGANATHAN & POOLOGANATHAN,33729507,"16,261.12"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,33736659,"42,599.99"
Department of Health,NHS Havering CCG,9/30/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,33736659,"8,520.03"
