Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,amount
Department of Health,NHS Havering CCG,3/31/2021,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,35576534,"53,767.15"
Department of Health,NHS Havering CCG,3/31/2021,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,35846243,"43,373.04"
Department of Health,NHS Havering CCG,3/31/2021,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,35846243,"8,674.59"
Department of Health,NHS Havering CCG,3/31/2021,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,NORTH EAST LONDON NHS FOUNDATION TRUST,35875909,"86,411.00"
Department of Health,NHS Havering CCG,3/31/2021,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,35875912,"87,109.00"
Department of Health,NHS Havering CCG,3/31/2021,Hlthcre-Foundation Trsts,COMMUNITY SERVICES,NORTH EAST LONDON NHS FOUNDATION TRUST,35875921,"-107,169.00"
Department of Health,NHS Havering CCG,3/31/2021,Clinical&Medical-Not For Profit,COMMUNITY SERVICES,PARTNERSHIP OF EAST LONDON CO-OPERATIVES LTD,35875939,"32,604.67"
Department of Health,NHS Havering CCG,3/31/2021,Clinical&Medical-Not For Profit,COMMUNITY SERVICES,PARTNERSHIP OF EAST LONDON CO-OPERATIVES LTD,35875949,"113,090.00"
Department of Health,NHS Havering CCG,3/31/2021,Clinical&Medical-Not For Profit,COMMUNITY SERVICES,PARTNERSHIP OF EAST LONDON CO-OPERATIVES LTD,35875980,"64,947.30"
Department of Health,NHS Havering CCG,3/31/2021,Miscellaneous Expenditure (L9),PRC DELEGATED CO-COMMISSIONING,HAVERING HEALTH LTD,35917788,"44,654.17"
Department of Health,NHS Havering CCG,3/31/2021,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,35917944,"2,146,330.00"
Department of Health,NHS Havering CCG,3/31/2021,Clinical&Medical-Independent Sector,CHILD AND ADOLESCENT MENTAL HEALTH,HAVERING & BRENTWOOD BEREAVEMENT SERVICE,35944297,"49,600.00"
Department of Health,NHS Havering CCG,3/31/2021,C&M-GMS LES Caretaking Payments,PRC DELEGATED CO-COMMISSIONING,HAVERING HEALTH LTD,35944312,"38,192.48"
Department of Health,NHS Havering CCG,3/31/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,HAVERING HEALTH LTD,35944315,"52,741.00"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ADUR & PARTNERS,35953159,"36,256.65"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS LES Extended Hours,LOCAL ENHANCED SERVICES,ADUR & PARTNERS,35953159,"1,689.19"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ADUR & PARTNERS,35953159,"7,095.00"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ADUR & PARTNERS,35953159,703.45
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADUR & PARTNERS,35953159,"2,033.34"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADUR & PARTNERS,35953159,"3,904.18"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HORNCHURCH HEALTHCARE,35953160,"55,344.38"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS LES Extended Hours,LOCAL ENHANCED SERVICES,HORNCHURCH HEALTHCARE,35953160,"2,479.55"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HORNCHURCH HEALTHCARE,35953160,"11,970.00"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HORNCHURCH HEALTHCARE,35953160,"1,036.50"
Department of Health,NHS Havering CCG,3/31/2021,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HORNCHURCH HEALTHCARE,35953160,108.33
