Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,amount
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,34453871,"48,185.32"
Department of Health,NHS Havering CCG,12/31/2020,Payroll Dedns(NS) <1Yr-TUs,BALANCE SHEET,BARKING & HAVERING LMC,34795792,"37,842.03"
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Commercial Sector,NCAS/OATS,SPAMEDICA LTD,34795820,"36,687.68"
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Clinical Other,PRIMARY CARE DEVELOPMENT,HAVERING HEALTH LTD,34795833,"37,094.14"
Department of Health,NHS Havering CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,34815069,"-67,866.90"
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Clinical Other,COMMUNITY SERVICES,HAVERING HEALTH LTD,34815070,"34,730.67"
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,HAVERING HEALTH LTD,34815070,"25,878.33"
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,34818451,"52,977.14"
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,34818451,"10,595.42"
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,MEDEFER LTD,34876518,"41,610.50"
Department of Health,NHS Havering CCG,12/31/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,EVOLUTIO CARE INNOVATIONS LTD,34876523,"35,000.00"
Department of Health,NHS Havering CCG,12/31/2020,Miscellaneous Expenditure (L9),PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,34879261,"59,448.65"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LYNWOOD MEDICAL CENTRE,34889461,"101,106.60"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,LYNWOOD MEDICAL CENTRE,34889461,"3,780.00"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,LYNWOOD MEDICAL CENTRE,34889461,"13,965.00"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS LES Extended Hours,LOCAL ENHANCED SERVICES,LYNWOOD MEDICAL CENTRE,34889461,"4,952.32"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LYNWOOD MEDICAL CENTRE,34889461,"2,019.22"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LYNWOOD MEDICAL CENTRE,34889461,"4,576.67"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LYNWOOD MEDICAL CENTRE,34889461,"1,981.87"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LYNWOOD MEDICAL CENTRE,34889461,"9,805.78"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,N K GUPTAS PRACTICE,34889463,"22,025.56"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,N K GUPTAS PRACTICE,34889463,140
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,N K GUPTAS PRACTICE,34889463,"3,040.00"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS LES Extended Hours,LOCAL ENHANCED SERVICES,N K GUPTAS PRACTICE,34889463,"1,043.97"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,N K GUPTAS PRACTICE,34889463,421.46
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,N K GUPTAS PRACTICE,34889463,"2,187.50"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,N K GUPTAS PRACTICE,34889463,"1,046.25"
Department of Health,NHS Havering CCG,12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,N K GUPTAS PRACTICE,34889463,"1,699.27"
