Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,amount
Department of Health,NHS Havering CCG,7/31/2020,Clinical&Medical- Non NHS LES,COMMISSIONING SCHEMES,HAVERING HEALTH LTD,32867379,"113,944.01"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec NHS CCG-Non Contract,PRC DELEGATED CO-COMMISSIONING,NHS REDBRIDGE CCG,32968993,"42,000.00"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32988937,"-41,102.65"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32988946,"-55,739.67"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32988952,"-38,212.01"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32988973,401.47
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32988973,"32,117.91"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32988982,384.08
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32988982,"30,726.11"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32990988,608.41
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32990988,"48,672.89"
Department of Health,NHS Havering CCG,7/31/2020,Clinical&Medical-Clinical Other,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32991007,"92,946.30"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32991036,"-236,583.42"
Department of Health,NHS Havering CCG,7/31/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32991037,"-92,946.30"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32991051,"35,959.00"
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33000879,715.82
Department of Health,NHS Havering CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33000879,"57,265.70"
Department of Health,NHS Havering CCG,7/31/2020,Recharge : Received,PROGRAMME PROJECTS,NHS REDBRIDGE CCG,33000911,"88,742.62"
Department of Health,NHS Havering CCG,7/31/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,33003346,"48,626.93"
Department of Health,NHS Havering CCG,7/31/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,NORTH WEST OSTOMY SUPPLIES,33003346,"9,725.41"
Department of Health,NHS Havering CCG,7/31/2020,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,33037044,"54,914.36"
Department of Health,NHS Havering CCG,7/31/2020,Payroll Dedns(NS) <1Yr-TUs,BALANCE SHEET,BARKING & HAVERING LMC,33054992,"37,881.38"
