Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,amount
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,ADUR & PARTNERS,31794460,"40,763.69"
Department of Health,NHS Havering CCG,30/04/2020,Clinical&Medical-Clinical Other,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32037676,"93,757.40"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AS JAWAD,31943241,"44,662.02"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AVON ROAD SURGERY,31794500,"-75,303.25"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,AVON ROAD SURGERY,31794506,"97,893.94"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BAIG & BAIG,31943240,"38,803.18"
Department of Health,NHS Havering CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,31798876,"12,811,700.00"
Department of Health,NHS Havering CCG,30/04/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31798881,"1,165,000.00"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BEHESHTI & PARTNERS,31943238,"39,436.89"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,BILLET LANE MEDICAL CENTRE,31943287,"31,487.26"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,C TRAN,31794462,"57,190.67"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,CHADWELL HEATH HEALTH CENTRE,31943245,"56,371.39"
Department of Health,NHS Havering CCG,30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,COMMUNITAS CLINICS LTD,32037679,"50,840.89"
Department of Health,NHS Havering CCG,30/04/2020,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CONCORDIA AMBULATORY CARE SERVICES LTD,32037687,"40,349.43"
Department of Health,NHS Havering CCG,30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,DMC HEALTHCARE LTD,32037680,"46,848.42"
Department of Health,NHS Havering CCG,30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,DMC HEALTHCARE LTD,31820147,"44,664.72"
Department of Health,NHS Havering CCG,30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,DMC HEALTHCARE LTD,31960245,"31,580.22"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A V KAW,31943247,"31,126.59"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AM ABDULLAH,31943251,"37,071.84"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR C DAHS & PARTNERS,31794496,"108,566.27"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR J KAKAD & PARTNERS,31943254,"60,385.71"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR J O`MOORE,31943289,"31,121.32"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR KENDALL & PARTNERS,31813078,"122,309.36"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MM RAHMAN,31943256,"40,881.46"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR S KULENDRAN,31943259,"54,876.36"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,DR VIVERS & PARTNERS,31943261,"119,552.92"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,EDISON & PARTNERS,31794469,"141,449.65"
Department of Health,NHS Havering CCG,30/04/2020,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,32031515,"70,736.50"
Department of Health,NHS Havering CCG,30/04/2020,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,32031509,"90,266.76"
Department of Health,NHS Havering CCG,30/04/2020,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,EVOLUTIO CARE INNOVATIONS LTD,32037682,"45,547.78"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,FELDMAN & PARTNERS,31943264,"87,486.34"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,FIRETEXT COMMUNICATIONS LTD,32110706,"67,088.50"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,FIRETEXT COMMUNICATIONS LTD,32061968,"43,040.61"
Department of Health,NHS Havering CCG,30/04/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,31798896,"35,800.00"
Department of Health,NHS Havering CCG,30/04/2020,Contract Value,PRC DELEGATED CO-COMMISSIONING,GREEN WOOD PRACTICE,31943267,"114,897.60"
