paymentamount,amount
payment,amount
InvoiceDistributionAmount,amount
ipaymentdate,date
area,expensearea
amountï,amount
suppidt,supplier
headeramount,amount
transactionamount,amount
amountâ,amount
dateinvoiceinputontofinancesystem,date
dateinvoiceimputontosystem,date
depaartmentfamily,departmentfamily
apamountps,amount
tranactionnumber,transactionnumber
accountingdate,date
analysedgross,amount
invoicerefferance,transactionnumber
departmen,department
invoicereference,transactionnumber
ensearea,expensearea
apaamount,amount
apamount,amount
cleareddate,date
checkdate,date
gbpamount,amount
trxreference,transactionnumber
apnetamount,amount
departamentfamily,departmentfamily
amountinsterlingps,amount
apamountaps,amount
cleardate,date
aptotalpaymentamount,amount
vendorname,supplier
amountinsterlingpssinclvat,amount
paymentdateaug,date
amountinsterlingsinclvat,amount
invoiceno,transactionnumber
invoiceid,transactionnumber
invoicenum,transactionnumber
apamounti,amount
transactionref,transactionnumber
netvalue,amount
nettvalue,amount
datepaid,date
suppliername,supplier
customersupplierdescription,supplier
transactionrefnumber,transactionnumber
analysedamount,amount
totvalue,amount
apamountoe,amount
analysedamount,amount
invoiceamountgbp,amount
amountinsterling,amount
invoiceamount,amount
invoicelineamountnet,amount
paidamount,amount
amountapss,amount
finaltotal,amount
psamount,amount
billingamount,amount
total,amount
amountinclvat,amount
value,amount
paymentaamount,
supplieraname,supplier
£,amount
amountpss,amount
totalamount,amount
invoicelineamountnetgbp,amount
amountsterling,amount
sumofinvoicedistributionamount,amount
bppcamountps,amount
amountpublished,amount
invoicedistributionamount,amount
amounts,amount
sumofamount,amount
spend,amount
datepaid,date
paiddate,date
paymentdate,date
datepaidonstatement,date
posteddate,date
transactiondate,date
inputdate,date
dateofpayment,date
departmentalfamily,departmentfamily
deptartmentfamily,departmentfamily
department,departmentfamily
dep,departmentfamily
departmententity,departmentfamily
deptfamily,departmentfamily
descriptions,description
descriptionubmittedbyfbpdescriptionproposedtobepublished,description
descriptiontobepublished,description
amountps,amount
amounti,amount
amountaps,amount
totalps,amount
expensesarea,expensearea
expensearearev,expensearea
expenseaarea,expensearea
exparearev,expensearea
expense,expensearea
expenditurearea,expensearea
expenseareapublished,expensearea
expensesdescriptionpublishedforadminspendaboveonly,expensearea
expenseatype,expensetype
expensetypepublished,expensetype
expensestype,expensetype
customerorsupplier,supplier
suppliername,supplier
merchantname,supplier
suppliernamepublished,supplier
Supplicer,supplier
suppliernamewithheld,supplier
purchaseinvoiceno,transactionnumber
invoicetransactionnumber,transactionnumber
refno,transactionnumber
transaction,transactionnumber
referenceno,transactionnumber
transactionno,transactionnumber
transationnumber,transactionnumber
transactionsnumber,transactionnumber
paymenttransactionnumber,transactionnumber
trasnsactionnumber,transactionnumber
paymentnumber,transactionnumber
transref,transactionnumber
invoicelinevalue,amount
expenesetype,expensetype
expensetypet,expensetype
grossamountps,amount
tranref,transactionnumber
paydate,date
grossamount,amount
suppliert,supplier
suppname,supplier
invdate,date
linevalue,amount
amountin,amount
expenseareat,expensearea
transdate,date
transno,transactionnumber
amountpaid,amount
allocationdate,date
totalgrossvalue,amount
amountincvatwhenpaidbycps,amount
amountincvatwhereappropriate,amount
nettamount,amount
reference,transactionnumber
apaamountaaps,amount
aps,amount
idate,date
apamounta,amount
transactio,transactionnumber
spending,amount
payments,amount
transactionanumber,transactionnumber
data,date
suppliercidname,supplier
transctionno,transactionnumber
invoicedate,date
ap,amount
