Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Electricity,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,37005569,"45,314.18 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Capital Non Pay Costs,Balance Sheet,GK WOOD & SON LTD,37021874,"105,503.22 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Capital Non Pay Costs,Balance Sheet,RAVENSBOURNE HEALTH SERVICES LTD,37052719,"88,440.82 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Capital Non Pay Costs,Balance Sheet,RAVENSBOURNE HEALTH SERVICES LTD,37052720,"27,095.58 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Capital Non Pay Costs,Balance Sheet,RAVENSBOURNE HEALTH SERVICES LTD,37052720,"47,145.16 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Capital Non Pay Costs,Balance Sheet,RAVENSBOURNE HEALTH SERVICES LTD,37052721,"45,893.00 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Contr Refuse & Clin Waste,WASTE (UHL),ISS MEDICLEAN LTD,37085416,"37,977.84 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Catering,CATERING (UHL),ISS MEDICLEAN LTD,37085416,"257,156.20 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Catering,CATERING (UHL),ISS MEDICLEAN LTD,37085416,"51,431.24 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Domestics,HOUSEKEEPING (UHL),ISS MEDICLEAN LTD,37085416,"273,876.72 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Domestics,HOUSEKEEPING (UHL),ISS MEDICLEAN LTD,37085416,"54,775.35 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Laundry,LINEN AND LAUNDRY (UHL),ISS MEDICLEAN LTD,37085416,"63,725.78 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Oth Hotel Srv,MGT AND HELPDESK (UHL),ISS MEDICLEAN LTD,37085416,"120,176.79 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Oth Hotel Srv,PORTERING (UHL),ISS MEDICLEAN LTD,37085416,"125,542.82 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Oth Hotel Srv,PORTERING (UHL),ISS MEDICLEAN LTD,37085416,"25,108.57 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Contr Refuse & Clin Waste,WASTE (QEH),ISS MEDICLEAN LTD,37085418,"37,538.53 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Catering,CATERING (QEH),ISS MEDICLEAN LTD,37085418,"240,272.70 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Catering,CATERING (QEH),ISS MEDICLEAN LTD,37085418,"48,054.54 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Domestics,HOUSEKEEPING (QEH),ISS MEDICLEAN LTD,37085418,"261,970.62 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Domestics,HOUSEKEEPING (QEH),ISS MEDICLEAN LTD,37085418,"52,394.12 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Laundry,LINEN AND LAUNDRY (QEH),ISS MEDICLEAN LTD,37085418,"65,831.44 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Oth Hotel Srv,MGT AND HELPDESK (QEH),ISS MEDICLEAN LTD,37085418,"124,523.54 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Oth Hotel Srv,PORTERING (QEH),ISS MEDICLEAN LTD,37085418,"127,459.57 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Ext Contr Oth Hotel Srv,PORTERING (QEH),ISS MEDICLEAN LTD,37085418,"25,491.91 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Contr Other External,LINEN AND LAUNDRY (QEH),ISS MEDICLEAN LTD,37085421,"36,268.22 "
Department of Health,Lewisham and Greenwich NHS Trust,28/02/2021,Contr Other External,MOBILE WORKING,INSIGHT DIRECT (UK) LTD,37093350,"-355,616.17 "
