Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Contr Other External,SECURITY (UHL),CIS SECURITY LTD,35562889,"44,210.08 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Contr Other External,SECURITY (UHL),CIS SECURITY LTD,35929920,"44,210.08 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Contr Other External,SECURITY (UHL),CIS SECURITY LTD,36264084,"44,210.08 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Recruitment Agency Fees,N.C.Q. DIRECTORATE MANAGEMENT,DRAKE PERSONNEL LTD,36340487,"-28,000.00 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Computer Maintenance,I.C.T. NETWORK,INSIGHT DIRECT (UK) LTD,36442775,"34,743.76 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),MSI RECRUITMENT LTD,36443619,"34,455.97 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),TFS HEALTHCARE LTD,36443620,"61,814.95 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36455029,"36,030.60 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Water,ENERGY (UHL),CASTLE WATER LTD,36455034,"40,254.69 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Direct Labour,Balance Sheet,RIDER LEVETT BUCKNALL UK LTD,36455106,"27,925.00 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Gas,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36455137,"31,268.68 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Stocks Finished Goods,Balance Sheet,ROCHE PRODUCTS LTD,36461776,"40,034.69 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Payroll Ded'ns N/S Curr,Balance Sheet,CROWNSAVERS CREDIT UNION,36473044,"99,920.56 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Laboratory Reagents,Biochemistry,THERMO FISHER DIAGNOSTIC LTD,36474525,"50,000.00 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Electricity,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36475254,"31,268.68 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Electricity,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36475291,"-31,268.68 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Recruitment Agency Fees,N.C.Q. DIRECTORATE MANAGEMENT,DRAKE PERSONNEL LTD,36488735,"26,400.00 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Direct Labour,Balance Sheet,R & B DECORATORS & REFURBISHMENT,36501812,"63,456.87 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,ERet Provn Staff Util Cu,Balance Sheet,NHS BUSINESS SERVICES AUTHORITY,36509447,"137,889.93 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,ERet Provn Staff Util Cu,Balance Sheet,NHS BUSINESS SERVICES AUTHORITY,36509449,"135,833.84 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Other recvables - Current,Balance Sheet,TUSKERDIRECT LTD,36509453,"62,948.30 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Other recvables - Current,Balance Sheet,TUSKERDIRECT LTD,36509454,"68,051.65 "
Department of Health,Lewisham and Greenwich NHS Trust,31/12/2020,Laboratory Reagents,POC - Point of Care Testing,CHRYSTAL CONSULTING LTD,36510381,"94,950.34 "
