Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,30448980,"49,521.52 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Computer Software/License,MEDICAL RECORDS,SYSCAP LEASING LTD,33210027,"369,136.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Postage & Carriage,FACILITIES MANAGEMENT,SWISS POST SOLUTIONS LTD,33446912,"46,859.89 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Direct Labour,Balance Sheet,ERITH CONTRACTORS LTD,33512896,"83,207.21 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Direct Labour,Balance Sheet,MERIDIAN HOSPITAL COMPANY,33846831,"85,072.93 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Direct Labour,Balance Sheet,MERIDIAN HOSPITAL COMPANY,33846834,"75,000.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Med & Surg Maint Contract,E.B.M.E. (QEH),SUPPLY CHAIN COORDINATION LIMITED,33846849,"119,754.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Equip Maint Contracts,RADIOLOGY MAINTENANCE (UHL),SUPPLY CHAIN COORDINATION LIMITED,33846865,"73,254.67 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Capital Non Pay Costs,Balance Sheet,R & B DECORATORS & REFURBISHMENT,33846866,"102,170.94 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Direct Labour,Balance Sheet,R & B DECORATORS & REFURBISHMENT,33846867,"180,607.34 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Direct Labour,Balance Sheet,LINDFIELD ELECTRICAL SERVICES,33864718,"58,584.24 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Capital Non Pay Costs,Balance Sheet,BATES OFFICE SERVICES LTD,33867658,"46,478.94 "
Department of Health,Lewisham and Greenwich NHS Trust,30/04/2020,Direct Labour,Balance Sheet,FOREST GATE CONSTRUCTION CO LTD,33867683,"120,498.00 "
