Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Contr Other External,PATIENT TRANSPORT (UHL),G4S FACILITIES MANAGEMENT (UK) LTD,34501065,"108,570.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Contr Other External,PATIENT TRANSPORT (UHL),G4S FACILITIES MANAGEMENT (UK) LTD,34851443,"111,827.10 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Other Transport Costs,PATIENT TRANSPORT (QEH),G4S FACILITIES MANAGEMENT (UK) LTD,34852249,"111,671.23 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Med & Surg Maint Contract,E.B.M.E. (QEH),SUPPLY CHAIN COORDINATION LIMITED,35132466,"95,358.31 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,35179136,"161,153.58 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Med & Surg Maint Contract,E.B.M.E. (UHL),SUPPLY CHAIN COORDINATION LIMITED,35224171,"-38,617.56 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Med & Surg Maint Contract,E.B.M.E. (UHL),SUPPLY CHAIN COORDINATION LIMITED,35224171,"-28,368.40 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Med & Surg Maint Contract,E.B.M.E. (UHL),SUPPLY CHAIN COORDINATION LIMITED,35224171,"-31,903.33 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Med & Surg Maint Contract,E.B.M.E. (QEH),SUPPLY CHAIN COORDINATION LIMITED,35414013,"-95,358.81 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Contr Other External,ICT TELECOMMS (UHL),GUYS&ST THOMAS NHS FOUNDATION TRUST,35429997,"25,750.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),EXPERIAN LTD,35432065,"30,695.61 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),TRUST NURSE SERVICES LTD,35438735,"97,546.45 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,35440817,"164,439.40 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Laboratory Reagents,HAEMATOLOGY (QEH),CHRYSTAL CONSULTING LTD,35440955,"86,221.31 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Drugs,PHARMACY OUTPATIENT DISPENSARY,BOOTS UK LTD,35454193,"368,444.50 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Lease Rents,RIVERSIDE P.F.I.,RAVENSBOURNE HEALTH SERVICES LTD,35454205,"811,691.23 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Recruitment Agency Fees,N.C.Q. DIRECTORATE MANAGEMENT,DRAKE PERSONNEL LTD,35454743,"50,000.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Other Transport Costs,PATIENT TRANSPORT (QEH),G4S FACILITIES MANAGEMENT (UK) LTD,35454837,"111,671.23 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Other Transport Costs,PATIENT TRANSPORT (QEH),G4S FACILITIES MANAGEMENT (UK) LTD,35454838,"111,671.23 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,35456316,"161,153.58 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,35456316,"32,230.72 "
Department of Health,Lewisham and Greenwich NHS Trust,30/09/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,35456327,"44,640.07 "
