Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36058636,"35,518.34 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36058636,"177,591.66 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36058638,"164,639.38 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Direct Labour,Balance Sheet,ME CONSTRUCTION LTD,36090909,"56,739.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Capital Non Pay Costs,Balance Sheet,MEDTRONIC LTD,36096228,"43,923.60 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),MSI RECRUITMENT LTD,36110271,"37,234.04 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),TFS HEALTHCARE LTD,36110276,"55,845.26 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Capital Non Pay Costs,Balance Sheet,GE MEDICAL SYSTEMS LTD,36112444,"-39,806.52 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Other Transport Costs,PATIENT TRANSPORT (QEH),G4S FACILITIES MANAGEMENT (UK) LTD,36113826,"111,671.23 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Gas,ENERGY (QEH),TOTAL GAS & POWER LTD,36116327,"46,900.82 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Gas,ENERGY (UHL),TOTAL GAS & POWER LTD,36116330,"58,138.32 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36116615,"27,419.69 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36116617,"50,592.84 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36116618,"55,694.03 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36116619,"31,158.56 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Contr Other External,PATIENT TRANSPORT (UHL),G4S FACILITIES MANAGEMENT (UK) LTD,36135780,"111,827.10 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Recruitment Agency Fees,N.C.Q. DIRECTORATE MANAGEMENT,DRAKE PERSONNEL LTD,36135808,"46,200.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Contr Other External,I.C.T. MANAGEMENT,NETCALL TELECOM LTD,36136443,"32,350.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36139348,"44,640.07 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Computer Maintenance,ICT SYSTEM SUPPORT (UHL),CERNER LTD,36139403,"50,710.04 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,External Consultancy Fees,FINANCIAL ACCOUNTING,KPMG LLP,36148934,"-37,866.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,External Consultancy Fees,FINANCIAL ACCOUNTING,KPMG LLP,36148935,"37,866.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Security Payments,SOFT F.M. FIXED (QEH),ISS MEDICLEAN LTD,36172219,"87,861.67 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),REDSPOT CARE LTD,36182260,"158,538.46 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Direct Labour,Balance Sheet,UK POWER NETWORKS (OPERATIONS) LTD,36198752,"192,632.98 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Direct Labour,Balance Sheet,UK POWER NETWORKS (OPERATIONS) LTD,36198752,"38,526.60 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Electricity,ENERGY (QEH),MERIDIAN HOSPITAL COMPANY,36214662,"129,769.49 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,PFI Fin Liab FVTPL Currnt,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36216654,"1,700,454.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,PFI Fin Liab FVTPL Currnt,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36216654,"340,090.80 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Computer Hardware Purch,I.C.T. MANAGEMENT,DELL CORPORATION LTD,36216719,"26,100.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Lease Rents,RIVERSIDE P.F.I.,RAVENSBOURNE HEALTH SERVICES LTD,36222732,"783,102.33 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Stocks Finished Goods,Balance Sheet,ALLOGA UK LTD,36223337,"27,120.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Laboratory Reagents,Histology,CHRYSTAL CONSULTING LTD,36268705,"39,021.29 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Laboratory Reagents,Biochemistry,CHRYSTAL CONSULTING LTD,36268708,"29,045.30 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Laboratory Reagents,Microbiology,CHRYSTAL CONSULTING LTD,36268773,"40,673.13 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Med & Surg Maint Contract,E.B.M.E. (QEH),CHANGE HEALTHCARE UK HOLDINGS LTD,36279449,"38,717.88 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Electricity,ENERGY (UHL),EDF ENERGY CUSTOMERS PLC,36279451,"47,897.49 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),CARE PROVIDERS RECRUITMENT LTD,36292259,"216,694.76 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Direct Labour,Balance Sheet,UK POWER NETWORKS (OPERATIONS) LTD,36296908,"211,790.84 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Direct Labour,Balance Sheet,UK POWER NETWORKS (OPERATIONS) LTD,36296908,"42,358.16 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Independent Sector,RADIOLOGY DEPT (QEH),TELEMEDICINE CLINIC LTD,36309614,"33,807.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Independent Sector,RADIOLOGY - DEPT (UHL),TELEMEDICINE CLINIC LTD,36309615,"30,153.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Independent Sector,RADIOLOGY - DEPT (UHL),TELEMEDICINE CLINIC LTD,36309616,"31,845.50 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Direct Labour,Balance Sheet,CSF BUILDING CONTRACTORS LTD,36310120,"50,285.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Services Received - NHSTs,OCCUPATIONAL HEALTH,OH ASSIST LTD,36340774,"29,817.67 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36342352,"137,232.36 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36342354,"135,172.68 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36342361,"132,580.59 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,36342429,"136,678.31 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Contr Estate Management,PFI HARD FIXED (QEH),MERIDIAN HOSPITAL COMPANY,36342444,"210,782.90 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Blood Products,Blood Transfusion,NHS BLOOD & TRANSPLANT,36342469,"96,438.58 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Blood Products,Blood Transfusion,NHS BLOOD & TRANSPLANT,36342470,"86,668.10 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Direct Labour,Balance Sheet,MERIDIAN HOSPITAL COMPANY,36357680,"50,837.84 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Contr Other External,PHARMACY OUTPATIENT DISPENSARY,BOOTS UK LTD,36357686,"30,488.50 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Stocks Finished Goods,Balance Sheet,CSL BEHRING UK LTD,36358075,"56,700.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Lease Rents,RIVERSIDE P.F.I.,RAVENSBOURNE HEALTH SERVICES LTD,36362968,"48,821.90 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Independent Sector,RADIOLOGY DEPT (QEH),TELEMEDICINE CLINIC LTD,36362969,"33,335.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Independent Sector,RADIOLOGY DEPT (QEH),TELEMEDICINE CLINIC LTD,36362971,"45,377.50 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Independent Sector,RADIOLOGY - DEPT (UHL),TELEMEDICINE CLINIC LTD,36362972,"35,195.60 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Bldg/Eng Equip Maint/Rep,ENERGY (UHL),CENTRICA BUSINESS SOLUTIONS UK LTD,36362974,"72,473.52 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Capital Non Pay Costs,Balance Sheet,CATFOSS GROUP MANUFACTURING LTD,36363059,"363,225.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Capital Non Pay Costs,Balance Sheet,CATFOSS GROUP MANUFACTURING LTD,36363059,"72,645.00 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Agency Nursing: Band 5,WORKFORCE SUPPORT (FLOAT TEAM),TRUST NURSE SERVICES LTD,36366256,"171,785.56 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Med & Surg Equip General,ENDOSCOPY (UHL),SUPPLY CHAIN COORDINATION LIMITED,36376235,"534,066.46 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Med & Surg Equip General,ENDOSCOPY (UHL),SUPPLY CHAIN COORDINATION LIMITED,36376235,"106,813.29 "
Department of Health,Lewisham and Greenwich NHS Trust,30/11/2020,Enteral Feeding,HEN,NUTRICIA LTD,36381542,"33,457.18 "
