Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(55040) Admin & Clerical,(id:2002419) Cancer Supportive Services and R&D,KINGS COLLEGE LONDON:03529700,id:12942797   ,2998.48
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(50200) Consultants,(id:2002419) Cancer Supportive Services and R&D,KINGS COLLEGE LONDON:03529700,id:12782463   ,1473.65
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(50200) Consultants,(id:2002419) Cancer Supportive Services and R&D,KINGS COLLEGE LONDON:03529700,id:12593438   ,1425.55
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(50200) Consultants,(id:4060419) Cancer Supportive Services and R&D,KINGS COLLEGE LONDON:03529700,id:12942797   ,4110.58
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(50200) Consultants,(id:4060419) Cancer Supportive Services and R&D,KINGS COLLEGE LONDON:03529700,id:12593438   ,4043.8
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42270) Haematology,SQUADRON MEDICAL LTD,id:13078785 ,1024.92
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42270) Haematology,TERUMO BCT EUROPE NV/SA  (PREVIOUSLY CARIDIAN),id:9840252 ,3862.94
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42270) Haematology,TERUMO BCT EUROPE NV/SA  (PREVIOUSLY CARIDIAN),id:13067212,4169.38
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42270) Haematology,TERUMO BCT EUROPE NV/SA  (PREVIOUSLY CARIDIAN),id:13067328,8338.75
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81255) Medical Surgical Supplies & Equipment,(id:42270) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:12997767   ,0.67
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(82000) Provisions & Kitchens,(id:42270) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13015166    ,34.8
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81000) Surgical Appliances,(id:42268) Haematology,MEDI UK LTD,id:13057728   ,45.91
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(81000) Surgical Appliances,(id:42268) Haematology,MEDI UK LTD,id:13075540   ,52.03
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(82700) Uniforms & Clothing,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13015166 ,21.12
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(82600) Uniforms & Clothing,(id:42272) Haematology,CRANWORTH MEDICAL LTD,id:13057783   ,1520
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81100) Dressings,(id:42272) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:12997767 ,24.48
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81000) Surgical Appliances,(id:42272) Haematology,MEDI UK LTD,id:13057794   ,105.34
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13102000 ,750
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13102122 ,5400.2
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13102130 ,7625
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13102006 ,8225
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13101949 ,8350
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13102123 ,11750
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13101985 ,14405
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13101945 ,14525
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13078188 ,24275
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13076974 ,6525
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13077001 ,37142
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(80205) Drug Costs,(id:42273) Haematology,SHIRE PHARMACEUTICALS LTD,id:13075538   ,1480.6
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13078182 ,4125
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13078179 ,4125
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13077004 ,5125
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13078198 ,5400.2
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81100) Dressings,(id:42128) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:12997767 ,123.6
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(54052) Technical Officers,(id:42128) Haematology,TOTAL ASSIST RECRUITMENT LTD,id:13082081  ,768.42
Department of Health,Guys and St Thomas NHS Foundation Trust,26/06/2020,(82600) Uniforms & Clothing,(id:42258) Oncology Services,1ST BIOTECH LIMITED,id:13086263    ,1009.86
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(83400) Office Equipment,(id:42258) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13025177   ,3.48
Department of Health,Guys and St Thomas NHS Foundation Trust,23/06/2020,(52062) Radiographers,(id:42258) Oncology Services,PRICEWATERHOUSECOOPERS LLP,id:13110274   ,2530.72
Department of Health,Guys and St Thomas NHS Foundation Trust,30/06/2020,(52062) Radiographers,(id:42258) Oncology Services,PRICEWATERHOUSECOOPERS LLP,id:13130975   ,2530.72
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(83755) Rental under Operating Lease,(id:42258) Oncology Services,OXLEAS NHS FOUNDATION TRUST,id:13086423  ,55033.5
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81700) Lab Equipment Purchase,(id:42258) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13025177  ,11.7
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(50200) Consultants,(id:42261) Oncology Services,KINGS COLLEGE LONDON:03529700,id:12782463  ,23862.99
Department of Health,Guys and St Thomas NHS Foundation Trust,26/06/2020,(83410) Office Equipment,(id:42261) Oncology Services,RICOH UK LTD,id:13114895    ,681.45
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(84400) Transport,(id:42261) Oncology Services,CITYSPRINT (UK) LTD,id:13075514    ,2238
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42261) Oncology Services,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,id:12974761 ,94988
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997767  ,4628.8
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42260) Oncology Services,ICU UK MEDICAL LTD,id:13096936  ,3456
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42260) Oncology Services,ROCIALLE MEDICAL LTD,id:12979537,574.7
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(83400) Office Equipment,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13025177   ,621.03
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(83400) Office Equipment,(id:42260) Oncology Services,SQUADRON MEDICAL LTD,id:13029330 ,566.5
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(82700) Uniforms & Clothing,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997767,297
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(50552) Qualified Nursing Staff,(id:42259) Oncology Services,GLOBE LOCUMS LTD,id:13102926   ,327.67
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(83400) Office Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997767   ,84.35
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(50200) Consultants,(id:42280) Surgical Oncology,KINGS COLLEGE LONDON:03529700,id:12782463  ,15005.21
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(50200) Consultants,(id:42280) Surgical Oncology,KINGS COLLEGE LONDON:03529700,id:12942797  ,15255.32
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,Q MEDICAL TECHNOLOGIES LTD,id:13090835    ,5070
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,Q MEDICAL TECHNOLOGIES LTD,id:13080694    ,2550
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(81000) Surgical Appliances,(id:42280) Surgical Oncology,MEDI UK LTD,id:13075540  ,168.79
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(83400) Office Equipment,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13015166  ,34.89
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81255) Medical Surgical Supplies & Equipment,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12997767 ,54.02
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81255) Medical Surgical Supplies & Equipment,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13025177 ,1.87
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(83400) Office Equipment,(id:42474) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13025177   ,20.16
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(81100) Dressings,(id:42473) Surgical Oncology,JEWEL MANAGEMENT LTD T/A GENERAL MEDICAL,id:13082660   ,1301.94
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(81100) Dressings,(id:42473) Surgical Oncology,SQUADRON MEDICAL LTD,id:13058335   ,69.83
Department of Health,Guys and St Thomas NHS Foundation Trust,26/06/2020,(81100) Dressings,(id:42473) Surgical Oncology,STRYKER UK LTD,id:13110996    ,899.95
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,IDEAL MEDICAL SOLUTIONS LTD,id:13096574   ,447
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,SQUADRON MEDICAL LTD,id:13072716,568.07
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81400) Medical Surgical Supplies & Equipment,(id:41946) Surgical Oncology,NHS SUPPLY CHAIN ( CAPITAL FUND ONLY),id:13056607   ,4533.46
Department of Health,Guys and St Thomas NHS Foundation Trust,16/06/2020,(54062) Technical Officers,(id:42475) Surgical Oncology,PRICEWATERHOUSECOOPERS LLP,id:13096994   ,1191.82
Department of Health,Guys and St Thomas NHS Foundation Trust,26/06/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13109614 ,5394
Department of Health,Guys and St Thomas NHS Foundation Trust,25/06/2020,(84600) Establishment,(id:42475) Surgical Oncology,CLARITY TRAVEL MANAGEMENT,id:13115075    ,512.02
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42286) Surgical Oncology,ARTHREX LTD,id:12982334    ,2793.74
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81100) Dressings,(id:42284) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13025177,166.03
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81100) Dressings,(id:42284) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13015166,169.43
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(83400) Office Equipment,(id:42284) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13025177   ,33.19
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(83400) Office Equipment,(id:42284) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13015166   ,14.28
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81200) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13015166  ,1868.88
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81255) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13015166  ,22.08
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,GLOBE LOCUMS LTD,id:13102925,674.17
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,CONTINENTAL NURSE LTD,id:13070419,210.05
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,CARE PROVIDERS HEALTHCARE,id:13082136 ,431.6
Department of Health,Guys and St Thomas NHS Foundation Trust,12/06/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,GLOBE LOCUMS LTD,id:13082080,265.84
Department of Health,Guys and St Thomas NHS Foundation Trust,26/06/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,GLOBE LOCUMS LTD,id:13117663,764.56
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(81100) Dressings,(id:2182419) Medicine,KCI MEDICAL LTD,id:13101938,648.41
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(82000) Provisions & Kitchens,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13015166  ,209.75
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,CONTINENTAL NURSE LTD,id:13070331  ,1482.05
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(82700) Uniforms & Clothing,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13025177    ,31.68
Department of Health,Guys and St Thomas NHS Foundation Trust,05/06/2020,(81100) Dressings,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12997767    ,64.48
Department of Health,Guys and St Thomas NHS Foundation Trust,19/06/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13102786,353.71
Department of Health,Guys and St Thomas NHS Foundation Trust,26/06/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,PULSE HEALTHCARE LIMITED,id:13117736    ,1219
