Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Central London CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,34652256,"-724,711.00"
Department of Health,NHS Central London CCG,30/11/2020,Recharge : Received,COMMISSIONING RESERVE,IMPERIAL COLLEGE HEALTH PARTNERS LTD,34486102,"-249,600.00"
Department of Health,NHS Central London CCG,30/11/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,34200877,"-139,368.00"
Department of Health,NHS Central London CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,34516437,"-122,945.82"
Department of Health,NHS Central London CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,34516455,"-71,069.87"
Department of Health,NHS Central London CCG,30/11/2020,Hotel And Accomodation Costs,COMMISSIONING RESERVE,GROVE HEATHROW RENAISSANCE LTD TA RENAISSANCE,34552747,"-60,292.80"
Department of Health,NHS Central London CCG,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,34516449,"-32,443.10"
Department of Health,NHS Central London CCG,30/11/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,34516437,"-12,084.00"
Department of Health,NHS Central London CCG,30/11/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,VICTORIA MEDICAL CENTRE,34614383,"-9,931.90"
Department of Health,NHS Central London CCG,30/11/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,34614383,"-9,568.91"
Department of Health,NHS Central London CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,34614383,"-6,773.30"
Department of Health,NHS Central London CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,34516455,"-6,611.58"
Department of Health,NHS Central London CCG,30/11/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,34614383,"-6,396.55"
Department of Health,NHS Central London CCG,30/11/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34615820,"-5,105.01"
