Date,Expense Type,Expense area,Supplier,Transaction,amount
3/31/2021,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,BARNET FEDERATED GPS LTD,36055744,"30,573.35"
3/31/2021,Cont Care-Mental Health (<65),CHC AD FULL FUND PERS HLTH BUD,A LA CARTE CARE LTD,36044936,"30,610.29"
3/31/2021,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,BARNET FEDERATED GPS LTD,36143914,"30,677.49"
3/31/2021,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,CEDARS CARE CENTRE (BARNET),35842267,"31,714.29"
3/31/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,35928809,"31,860.88"
3/31/2021,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,BARNET FEDERATED GPS LTD,35878740,"32,005.89"
3/31/2021,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,BARNET FEDERATED GPS LTD,35878746,"32,282.13"
3/31/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BLOOMSBURY SURGERY,36160705,"32,580.04"
3/31/2021,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,CEDARS CARE CENTRE (BARNET),35842198,"32,589.42"
3/31/2021,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,BARNET FEDERATED GPS LTD,35965676,"33,334.23"
3/31/2021,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,BARNET FEDERATED GPS LTD,36219630,"33,354.88"
3/31/2021,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,BARCHESTER HEALTHCARE LTD,36202335,"33,425.71"
