Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,amount
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,EPS TRENCHLESS INSTALLATIONS LTD,34574975,"45,475.12"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,EPS TRENCHLESS INSTALLATIONS LTD,34574975,"41,719.69"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,EPS TRENCHLESS INSTALLATIONS LTD,34574975,"9,095.02"
Department of Health,Epsom & ST Helier University Hospital,07/01/2020,Lab Equip Maint / Repairs,MSC Contract,ABBOTT LABORATORIES LTD,34628866,"-56,332.18"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,BURREN & WHITAKER CONSTRUCTION LTD,34751295,"98,295.92"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Audit Fees: Internal,Procurement,BDO LLP,34761946,247.5
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Audit Fees: Internal,Procurement,BDO LLP,34761946,"21,202.50"
Department of Health,Epsom & ST Helier University Hospital,07/01/2020,Ext Contr Domestics,Cleaning Services (STH),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34773445,"319,132.65"
Department of Health,Epsom & ST Helier University Hospital,07/01/2020,Ext Contr Domestics,Cleaning Services (STH),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34773445,"63,826.55"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,KHIPU NETWORKS LTD,34809958,397.2
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,KHIPU NETWORKS LTD,34809958,"52,154.12"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,KHIPU NETWORKS LTD,34809958,"7,338.40"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,KHIPU NETWORKS LTD,34809958,"35,440.56"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Lab Equip Maint / Repairs,MSC Contract,ABBOTT LABORATORIES LTD,34831038,"66,251.20"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Ext Contr Catering,Catering (STH),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34831039,"189,206.29"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Ext Contr Catering,Catering (EPS),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34831040,"137,247.13"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,LENVAL LTD,34831051,"3,660.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,LENVAL LTD,34831051,"73,300.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,LENVAL LTD,34831051,"7,320.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,LENVAL LTD,34831051,"16,856.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,External Consultancy Fees,Project Services (STH),ARTELIA PROJECTS UK LTD,34831053,"45,766.91"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Contr Estate Management,Renal Central (STH),FRESENIUS MEDICAL CARE UK LTD,34831066,"35,708.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Rent,East Street Corp Offices,EPSOM & EWELL BOROUGH COUNCIL,34832709,"18,357.50"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Rent,East Street Corp Offices,EPSOM & EWELL BOROUGH COUNCIL,34832709,"91,787.50"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,34832745,"88,345.98"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,34832818,"78,059.67"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,External Consultancy Fees,Corporate COVID19,KINGSGATE INTERIM ADVISORY & INVESTMENT,34833430,"52,225.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Med & Surg Equip General,Planned Care COVID19,SYNERGY HEALTH MANAGED SERVICES LTD,34844080,"-26,753.24"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Data Lines,IT Bureau,BT PLC,34844084,"31,484.59"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Med & Surg Equip General,Medicine COVID19,GB (UK) LTD,34844498,600
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Med & Surg Equip General,Medicine COVID19,GB (UK) LTD,34844498,"16,440.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Med & Surg Equip General,Medicine COVID19,GB (UK) LTD,34844498,"32,880.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Med & Surg Equip General,Medicine COVID19,GB (UK) LTD,34844498,"27,400.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Contr Other External,Sterile Services (STH),SYNERGY HEALTH (UK) LTD,34846598,"75,684.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,"4,000.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,685.27
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,320
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,251.62
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,146.62
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,"23,574.40"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,"15,000.00"
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,600.56
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,580
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,580
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,995
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,905
Department of Health,Epsom & ST Helier University Hospital,7/31/2020,Purch Tang FA Addns Gr,Balance Sheet,VYAIRE UK 236 LTD,34846949,980
