Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,amount
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,B BRAUN MEDICAL LTD,34482796,340
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,B BRAUN MEDICAL LTD,34482796,"17,100.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,B BRAUN MEDICAL LTD,34482796,"1,836.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,B BRAUN MEDICAL LTD,34482796,0.08
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,B BRAUN MEDICAL LTD,34482796,950
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,B BRAUN MEDICAL LTD,34482796,"14,400.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,B BRAUN MEDICAL LTD,34482796,"6,925.22"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,GE MEDICAL SYSTEMS LTD,34492575,"194,087.18"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,GE MEDICAL SYSTEMS LTD,34492575,"38,817.42"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,STORM BUILDING LTD,34505090,"31,908.66"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,STORM BUILDING LTD,34505090,"6,381.73"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,34531556,"350,926.04"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,34531556,"70,185.21"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,STORM BUILDING LTD,34533773,"62,459.30"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,STORM BUILDING LTD,34533773,"12,491.86"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,External Consultancy Fees,Project Services (STH),ARTELIA PROJECTS UK LTD,34533799,"45,766.91"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,LENVAL LTD,34533801,"22,835.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,LENVAL LTD,34533801,"4,567.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Bldg/Eng Equip Maint Cont,Pathology Management (STH),GENMED ME LTD,34533901,"26,141.37"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Ext Contr Domestics,Cleaning Services (STH),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34533908,"319,761.05"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Ext Contr Domestics,Cleaning Services (STH),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34533908,"63,952.23"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Ext Contr Oth Hotel Srv,Porter Services (STH),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34533910,"121,942.41"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Ext Contr Domestics,Cleaning Services (EPS),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34533912,"137,855.42"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Ext Contr Domestics,Cleaning Services (EPS),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34533912,"27,571.08"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Ext Contr Oth Hotel Srv,Porter Services (EPS),MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,34533920,"73,844.90"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Computer Maintenance,Radiology (STH),FUJIFILM UK LTD,34533926,"37,250.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Ext Contr Laundry,HC - Facilities,SYNERGY HEALTH MANAGED SERVICES LTD,34533955,"33,814.76"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,GEOBEAR COMMERCIAL LTD,34533972,"73,062.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Drugs,Balance Sheet,BAYER PLC,34541977,"26,220.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Ext Contr Laundry,Linen Laundry (STH),SYNERGY HEALTH (UK) LTD,34548483,"51,063.55"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,KHIPU NETWORKS LTD,34549774,"36,214.23"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,KHIPU NETWORKS LTD,34549774,"27,083.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,KHIPU NETWORKS LTD,34549774,"35,440.56"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Other recvables - Current,Balance Sheet,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,34555356,"102,200.23"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Med & Surg Equip General,EOC - Theatres (EPS),GENMED ME LTD,34564830,"-893,100.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Med & Surg Equip General,EOC - Theatres (EPS),GENMED ME LTD,34564830,"-178,620.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Rent,Rent and Rates (STH),CARLTON VALE INVESTMENT CO LTD,34566730,"48,843.90"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Fleet Vehicle Leases,Patient Transport In House,TRIPLE POINT LEASE PARTNERS,34574966,"23,061.52"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Fleet Vehicle Leases,Patient Transport In House,TRIPLE POINT LEASE PARTNERS,34574969,"25,086.29"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,DRAEGER MEDICAL UK LTD,34574972,"42,202.49"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Purch Tang FA Addns Gr,Balance Sheet,DRAEGER MEDICAL UK LTD,34574972,"8,440.50"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,FP10S,Pharmacy (STH),NHS BUSINESS SERVICES AUTHORITY,34591273,"120,792.99"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Continence Products,SH and C - Continence Team,ONTEX HEALTHCARE UK LTD,34591280,"38,557.03"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,S Unit Crawley (STH),DIAVERUM FACILITIES MANAGEMENT,34591318,"52,564.34"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,S Unit Crawley (STH),DIAVERUM UK LTD,34591321,"39,815.19"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,S Unit Sutton (STH),FRESENIUS MEDICAL CARE RENAL SERVICES LTD,34591349,"125,169.10"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Audit Fees: Statutory,Finance Management,KPMG LLP,34591350,"65,063.00"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Data Lines,IT Bureau,EXPONENTIAL-E,34591363,"46,816.18"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,National QC & Accred Fees,Renal Central (STH),RENAL ASSOCIATION,34591384,"56,695.10"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,Renal Capd (STH),BAXTER HEALTHCARE LTD,34591385,"105,090.60"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,Renal HD (STH),RENAL SERVICES TRADING LTD,34591386,"80,426.32"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,S Unit Crawley (STH),DIAVERUM UK LTD,34591393,"37,782.45"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,S Unit Crawley (STH),DIAVERUM FACILITIES MANAGEMENT,34591396,"49,880.70"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,Renal Capd (STH),BAXTER HEALTHCARE LTD,34591397,"101,777.31"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,Renal Capd (STH),BAXTER HEALTHCARE LTD,34591398,"94,756.60"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Other Gen Supplies & Srv,Tissue Typing (STH),VIAPATH ANALYTICS LLP,34591403,"39,073.32"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,NonNHS Trade Pybls Curr,Balance Sheet,SUPPLY CHAIN COORDINATION LIMITED,34591429,"89,260.25"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,S Unit Farnborough (STH),FRESENIUS MEDICAL CARE RENAL SERVICES LTD,34591430,"54,396.72"
Department of Health,Epsom & ST Helier University Hospital,6/30/2020,Contractual Clinical Srv,S Unit Farnborough (STH),FRESENIUS MEDICAL CARE RENAL SERVICES LTD,34591438,"104,435.20"
