Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Tower Hamlets CCG,31/03/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,WORKING WELL TRUST,36111199,"-96,600.00"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,Clinical&Medical-Commercial Sector,,INHEALTH LTD,35984301,"-84,181.10"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,Clinical&Medical-Commercial Sector,,INHEALTH LTD,35984328,"-84,181.10"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,Basic Sal-Rechgs to-from Other NHS,PROGRAMME PROJECTS,NHS WALTHAM FOREST CCG,36032233,"-72,861.67"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,Professional Fees,PROGRAMME PROJECTS,DELOITTE LLP,36130479,"-71,626.80"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,BARTS HEALTH NHS TRUST,36130394,"-50,000.00"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,INHEALTH LTD,36130465,"-48,012.22"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,35927636,"-29,375.32"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,36085467,"-25,311.94"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,36085457,"-21,378.10"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,36085481,"-20,080.56"
Department of Health,NHS Tower Hamlets CCG,31/03/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,36085475,"-15,294.53"
